,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0919871397262767,0.00505953747072702,0.0395220027051234,0.0881421489577678,0,0,0,0,0,0,0,0,0.00464289250685688,0,0,0,0,0,0
ETH,0,0,0.145813942554834,0.19944106554242,0,0,0,0.0591963301185352,0,0.222406106517306,0,0,0,0,0,0,0,0,0,0
XRP,0,0.070854013852333,0,0,0,0,0,0.376232285279878,0,0,0.26998635635266,0,0,0,0,0,0,0,0,-0.0067966030901212
BCH,0,0.364548517462255,0.0330956093041433,0,0.147159323843479,0,0,0.0207148294268981,0,0.0709411196658994,0,0,0,0,0,0,0,0,0,0
EOS,0,0.072025389942056,0.137429171746051,0.110639919885014,0,0,0,0.125848132868174,0,0,0.0516677404261112,0,0,0,0,0,0,0,0,-0.0130569375980725
XLM,0,0,0.150101123093738,0,0,0,0,0.355660310561109,0,0.0819351353482358,0,0,0,0.029297884486597,0,0,0,0,0,0
LTC,0,0.106386425495926,0.0546634832682234,0.029271717193316,0,0,0,0.130896777001523,0,0.0126278676261003,0,0,0,0,0,0,0,0,0,0
ADA,0,0.1523265045938,0.106674894530393,0,0,0.225742383100918,0,0,0,0.110047932131138,0,0,0,0.0557715401554788,0,0,0,0,0,0
XMR,0,0.407578497786581,0.0999416532493309,0.0210880894788278,0,0,0,0,0,0,0.0240572839693209,0,0,0,0,0,0,0,0,0
TRX,0,0.404587732862468,0,0,0.0783027175043208,0,0,0.248569428444448,0,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0.16654480492845,0.0988802158897698,0,0,0,0,0,0,0.135142664766006,0,0,0,0.228598488379613,0,0,0,0,0,0
DASH,0,0.0924702845273325,0.0594118314224436,0,0.251671679789919,0,0,0,0,0.0235369169453332,0,0,0,0.00899075379644103,0,0,0,0,0,0
BNB,0,0.116791750742649,0.00810303304899621,0,0,0,0,0,0.0236710320609325,0.125523764578852,0,0,0,0.000000000000000000216840434497101,0,0,0,0,0,0
NEO,0,0.0520651731957805,0.0486082349418502,0,0,0,0,0.138543384788295,0,0,0.328886811583993,0,0,0,0,0,0,0,0,-0.00483875949790329
ETC,0,0.262339855633596,0.0381319104513332,0,0,0,0,0.0639994202688884,0,0,0.0279774370664149,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270004233211024
CVIX.INDEX,0,0,0.00131497621310268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191846702893835
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0705923427885917
VIX.INDEX,0,-0.0331903472024462,0,0,0,0,0,0,0,0.00181106642878341,0,0,0,-0.0101964577279625,0,0,0,0,-3.34403940996611,0
