,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.256212444597974,0,-0.0131578003807439,0,-0.0301795651328343,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,-0.0327763025333163,0,0.00843099074861337,0.215409989274035,0.0416810344090554,0.190274679713775,0,-0.0506151022639727,0,0,0
XRP,0,0.0957831083146101,0,0,-0.0466180097690859,0,0,0.0240040628445363,0,-0.00991691446192423,0.0404617887447648,0,0.0535125523340928,0,0,0,0,-0.0282451527195101
LTC,0.367535577711128,0,0,0,0,0,0,0,0,0,0.00304106406868019,-0.00576739742649439,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0,0,0.0538024909899024,0,0,0,0,0,0,0,0
ETC,0,0,0,-0.175039163210244,0,0,0.25728367586918,0,0,0,-0.095642129387136,0,0.319007219985574,0,0,0,0,0
DASH,0,0.0276916367199041,0,0,0.0726202647153704,0.0662495067703585,0,0,0,0,0.0624026469750498,-0.000000000000000000216840434497101,0,0,0,0,0,0
XEM,0,0,0,0,0,0.134495138746569,0,0,0,0,0,0,0,0,0,0,0,-0.0435153693363161
DOGE,0,0,0,0.0375052204914922,-0.0600846753590866,0.0085883092967576,0,0.0136291149602884,0,0,-0.0168073953285691,0.036260708040674,0,0,0,0,0,0.0186298715673568
ZEC,0,0.257955932482784,0,0.465216065060814,0.272804110950809,0,0.386143020905421,0,0,0,0,0.0572700102866227,0.452254840954594,0,0,0,0,0
XLM,0,0.093993266014595,0,0,0,0.0798932597187312,0,0,0,-0.0219704487417237,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0,0,-0.086753609302966,0,0,0,0,0,0,0,0
DGB,0,0.0725684430561815,0,0,0.0587863473154851,0.147192907514504,0,0,0,0.0368456390132255,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037444378447094
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0.00000491787149936163,0,0,0,0,-0.0185522496070436
SPX.INDEX,0,0,0,0,0,0,0,0,0,0.00000051727946197711,0,0,0,0,0,0,0,-0.0384170741078321
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
