,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.36833813870193,0,0,0,0.0764207067126504,0,0.00691810782310422,0,0,0,0,0
XRP,0,0,0,0,0.0705143913307618,0,0.117789484022398,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.585434177884611,0,0,0,0.0160184976026858,0,0,0,0.0105584678806954,0,0,0,0,0,-0.0124279196932745
DOGE,0,0,0,0.645589786065411,0,0,0.0835996035806058,0,0.00515775817340867,0,0,0,0,0,-0.033220824097982
DASH,0.127004517126377,0.0860725305229904,-0.434515901930163,0,0,0,0,0,-0.0246430849249049,0,0,0,0,0,0
XLM,0,0,0,0,0.18283952067073,0,0,0,0.0122690666986183,0.0564952526322007,0,0,0,0,0
XMR,0.712290914702231,0,0.0881696282478282,0,0.0544098921639558,-0.104204085691933,0,0,0,0,0,0,0,0,0
XEM,0,0.116977488627185,0,0.569959845775594,0.0959249612864689,0.0384913260966858,0,0,0,0.134772860195492,0,0,0,0,0
DGB,0.563964374279443,0,0.000000000000000000433680868994202,0,0,0,0.0818867920842685,-0.0909677777602356,0.0243875912457366,0,0,0,0,0,0.206315607390319
BV010082.INDEX,0,0,0,0,-0.0000631075646273575,0,0,0,-0.0000556456861918798,0,0,0,0,0,-0.0382453461420472
CVIX.INDEX,0,0,-0.000345855301944758,0,0,0,0,0,-0.00682664318932925,0.0013214978530949,0,0,0,0,0.0490204080267437
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00358831172895929
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0992721556842402
VIX.INDEX,0,0,-0.0000149316141968238,0,0.0000119619804825555,0,0,0,-0.00000909519983046771,0,0,0,0,-3.87406466114325,0
