,BTC,XRP,ETH,BCH,EOS,XLM,LTC,BSV,TRX,ADA,MIOTA,XMR,BNB,DASH,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0752140741265709,0,0,0,0.00348412847699452,0,0,0,0.182234932492423,0,0.114883120751019,0,0,0,0,0,0
XRP,0,0,0,0.08067688906125,0,0.0789394950842719,0,0,0,0.178616619701549,0.0449123397595322,0,0.0309385806827011,0,0,0,0,0,0,0
ETH,0,0,0,0.201412601462003,0.0486015903507894,0,0,0,0,0,0,0,0,0.175295171921684,0,0,0,0,0,0
BCH,0,0,0.0284937378944227,0,0.153744598724481,0,0,0.0344307640162774,0,0.44545565378045,0.120562628275275,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0.01927387272824,0,0.166548181808839,0.0850667323197443,0,0,0.253193112367409,0,0,0,0.122794389040867,0,0,0,0,0,0
XLM,0,0,0.196807767106543,0.110455287836406,0.140011715344141,0,0.0998029969595396,0,0,0,0,0.0873082323910649,0,0,0,0,0,0,0,0
LTC,0,0,0,0.0974959875948454,0.203435708527722,0,0,0,0,0.217228196462462,0.0383291580852596,0,0,0.0214010197287487,0,0,0,0,0,0
BSV,0,0,0,0.590946297310956,0,0,0,0,0,0,0.0950705787940852,0,0,0,0,0,0,0,0,0
TRX,0,0,0,0.20495672254291,0,0,0,0,0,0.113181758132617,0,0,0.0675577063075084,0,0,0,0,0,0,0
ADA,0,0,0.0982342092458115,0.235630069126426,0.15331499929035,0,0.0674002969169291,0,0,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0,0.16253485861448,0.113596582747487,0,0,0.0127213982134186,0,0,0,0,0,0.258139483526756,0,0,0,0,0,0
XMR,0,0,0,0.159525496139728,0,0,0,0,0,0,0,0,0,0.35653041937793,0,0,0,0,0,0
BNB,0,0,0.100601109727162,0,0.0628929022130472,0,0,0,0,0.0897465906869339,0.0645207068668459,0,0,0.0393237356250809,0,0,0,0,0,0
DASH,0,0,0.162346029560315,0.0693068007647322,0.204492300774609,0,0,0.00314976183858333,0.0759020133868164,0.0191245628468242,0,0.158307765206343,0,0,0,0,0,0,0,0
XEM,0,0,0,0.0882125646339427,0,0,0.0328703643083806,0,0.0379605650848842,0,0,0.363187713056631,0,0.025959528937288,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,-0.0000000000000000299239799605999,0,0,0,0,0,-0.0000000000000000819656842399041,0,0,0,0,0,-0.0616234007558609
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322422600911288
DXY.INDEX,0,0.0000016066895719153,0,0,0,0,0,0.00000227162510299475,0,0,-0.00000188149197490646,0,0,0,0,0.0521377526216385,0,0,0,-0.00214878656950565
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113396483532245
VIX.INDEX,0,0,0,0,0.00000000000000000000042351647362715,0.000000000000000000000211758236813575,0,0,0.0000190650626381079,0,0,0,0,0,0,0,0.17068235337064,0,-2.38394513301278,0
