,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.05391249164249,0.167216925033098,0.00429645938218797,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,-0.030641529276249,0,0.108806934496452,0,0,0.467510014817428,0,0.156064450538928,0,0,0,0,0
LTC,0.496045476609707,-0.0308442589111557,0,0,-0.0617742539941333,0,-0.00521789794957775,0.0201573840054572,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0.0965061664390546,0,0.09526284297857,-0.0444004568012102,0,0,0,0,0
DASH,0,0.00584970943688118,-0.0947949304851186,0,0,0,0.0644406099496425,0.121739663493924,0,0,0,0,0,0,0.11571001367425
DOGE,0.290988967938649,0,0,0,0,0,0,0,0,-0.011989469619929,0,0,0,0,0
XEM,0,0,0,0.162689641839503,0.140796454148241,0,0,0,0,0,0,0,0,0,0
XMR,0,0.333347701294332,0,0,0,0,0,0,0.177071716830903,0,0,0,0,0,-0.0889488414023207
XLM,0,0,0,0.042756464098451,0,0,0.0177960588762205,0.0414855815068083,0,0.0667905655287462,0,0.235827246967062,0,0,0
DGB,-0.343117885629057,0.165681752642651,0,0,0,0,0.199562045044369,0.100856222963756,0,0,0,0,0,0,-0.101125777770577
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107138743114075
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878947486238701
VIX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000384517914206534,0,0.530300287828528,0,0,0
