,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0859435242419283,0.00836662510843859,0.0516033096214303,0,0,0,0.0288507082240546,0,0,0,0,0
XRP,0,0,0.0129583237262813,-0.103755925023726,0.296943221301246,0.0244404087478878,-0.0439388090496368,0.00694510068418942,0,0,-0.196942162811376,0,0,-0.0653643380026544
LTC,0,0,0,0,0.35589466866809,0,0,0.140724301787253,0,0,0,0,0,0.266835324534397
DASH,0.301469442194886,0,0.0711709689161117,0,0.107204619023609,0,0,0,0.000000000000000000867361737988404,0,0,0,0,0
DOGE,0,0,0.153135605763771,0.292599271778768,0,0,0,0,0.0286360359491983,0,0,0,0,0
XLM,0,0,0,0,0.179736036555416,0,0,0,0.149031984647462,0,0,0,0,0
XMR,0.438941154073713,0,-0.0122810428109289,0,0,0,0,-0.0437388517042923,0.324415672322371,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0.139710938924636,0,0,0,0.130884051576679,0.0805096129756816,0.128210891395143,0.0652354457483147,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.0138603168806877,0.0265594944482568,0,0,0.00675610454936859,0,0,0,0,0,0,-0.0709081829841621
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506182312638487
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187471674340186
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0712329889662347
VIX.INDEX,0,0,0.027181830574625,0,0.0667776489555907,0,0,0.0458483990704761,0.0262071638309538,-0.642682629391886,0,0,-0.998639691276666,0
