,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0,0,0,0,0,-0.0151272489905181,-0.0176574337378436,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,-0.00513462914269565,0,0,0.0500848934819138,0,0.240860086407081,0,0,0,0,0,0.0082354729805465
LTC,0.312382892150282,0,0,0,-0.00237740411165918,0.0480105819913655,0,-0.00143806107261781,0,0,-0.0325538337317017,0,0,0,0,-0.00431410922166003
XMR,0,0.11059335902603,0,0,0,0,0.3372331378849,0,-0.854246716974573,0,0,0,0,0,0,-0.117475343493593
ETC,0,0,0,0,-0.04285118592381,0,0,-0.0976014319548707,0,0,-0.0781611678071336,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0.0718564750265229,0,0,-0.156021685136448,0,0,0,0,-0.0181103362166581
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0,0,0.0212704384193161,0.199362381580859,-0.0417782366740983,0.0561903274924026,0.0316308339178398,0.0589956324602241,0,0,-0.0573771333561462,0,0,0,0,0
XLM,0,0,0.502293350998071,0,0,0,0,0,0,0,0.0115638822570191,0,0,0,0,0
DGB,0,0,0.144349858002513,0.184084372042831,-0.0735495735226704,-0.147441711446609,-0.228550624637415,0.0774213997459303,0,0,0,0,0.131235406000002,0,0,0
BV010082.INDEX,0,0,-0.0724478861371286,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771327081395829
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0632635459906818
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
