,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,NEO,TRX,XMR,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.088768981023182,0,0,0,0.0981423587586879,0.0233666379400527,0.0266376589279885,-0.000000000000000000867361737988404,0.0676126181207081,0,0.0538755416877295,0.0398511455877905,0,0,0,0,0
ETH,0,0,0,0.115294118492386,-0.00000000000000000346944695195361,0,0,0,0.00832311958548549,0,0.144121591178441,0,0,0,0.161001337561169,0,0,0,0,0
XRP,0,0,0,0.0987199223259877,0.0913951939667463,0,0,0,0.129385968062354,0,0.187956084280501,0,0,0,0.0980905021135246,0,0,0,0,0
BCH,0,0,0,0,0.345835761764312,0,0,0.202704178050604,0,0,0.0887880024206823,0,0,0.0847808554042213,0.000000000000000000216840434497101,0,0,0,0,0
EOS,0,0,0,0.292094620606264,0,0,0,0.00000000000000000173472347597681,0.150277117127508,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.291670899508066,0.0129351999979621,0,0,0,0.0791819250544979,0,0,0.0513255226341333,0,0.0342989716216836,0.153579725304456,0,0,0,0,0
XLM,0,0,0,0.0629241577333948,0.0883632098245578,0,0,0.0181500165227217,0.170598579732396,0,0.0583894084673555,0,0,0,0.261835908997759,0,0,0,0,0
ADA,0,0,0,0.190624207665132,0.0891604674146479,0,0,0,0.113899954987053,0,0.0775981449716054,0,0,0,0.231337039819641,0,0,0,0,0
MIOTA,0,0,0,0,0.119784390496627,0,0.181669890945279,0.0789194179177296,0,0.381060281489248,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.0891081996462046,0.0656007690929827,0,0,0,0.172103092719633,0,0.0884924111263698,0,0,0,0.254109069211093,0,0,0,0,0
TRX,0,0,0,0.0629231794406512,0.228599273751973,0,0.249045639680141,0.0114170903927062,0.118888466062778,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.00513937484820507,0.207248756536365,0,0,0.0701210137929764,0.0219102270967576,0.115305187629644,0.0355711061012614,0,0,0,0.0202657524284519,0,0,0,0,0
DASH,0,0,0,0.146169855257218,0,0,0.0676676701191365,0,0,0,0,0.0464243650799911,0,0.0672868405089202,0.261052933353353,0,0,0,0,0
ETC,0,0,0,0.2440045384584,0,0,0,0,0.0881655394961978,0,0,0.048324745650169,0,0,0.116245596051313,0,0,0,0,0
XEM,0,0,0,0.0890067124426678,0.109848907234368,0,0.186964629269315,0.0414904074320414,0,0.292321116292069,0,0,0,0.0269676855431093,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0632157247291419
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0.00000283367219120241,0,0,0,-0.000000102571527210793,-0.00000118103118167368,0,-0.00000175171907783132,0,0,0,0,0.0460381923897615,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0469411683336909
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
