,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,-0.0184723546749188,0,0,0.00687801111931478,0,-0.0144076763288455,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0219379805460239,0,0,0,0,0.0716183618327194,-0.016793020338866,0,0,0,0,0,0,0.0229653188635057
XRP,0,0,0,0,0,0,0,0,0,0.259883502082745,-0.0229553920754353,0,0,0,0,0,0,0
LTC,0.207681371342552,0,0,0,-0.0214299461602223,0,0,0,0,-0.0102533140319107,0.00262439885297879,0,-0.00533191853620779,0,0,0,0,0
XMR,0,0.276011489188967,0,0,0,0,0,0.208378605822021,0,0.00586054991073005,-0.115721519338842,-0.0416018592619828,0,0,0,0,0,0
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0.0373347613175397,0,0.0448389335146553,-0.0362253664449954,-0.0291246316906114,0,0,0,0,0,0
XEM,0,0,0,0,0,0.03301794569053,0,0,0.0834946478768306,-0.0150567338201692,0.0376196255673136,-0.0319585358662615,0,0,-0.323529306818438,0,0,0
DOGE,0,0,0,0,-0.0557867748545639,0.00219583813698667,0,0.034791962628027,0,0.04611328455399,0.0131707027755237,-0.00775617649459337,0,0,0,0,0,0.0104907009115318
XLM,0,0.0162118360909791,0.385974210297355,0,0.10457608337659,0.0256973870801007,0,0,0,0,0,-0.00806314858154282,0.029578908856153,0,0,0,0,0
NEO,0,0,0,0,-0.300531041239563,0,0,0.135565188356457,0,0,0,-0.0742141654997823,0,0,0,0,0,0
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0.00882150008527903,0,0,0,0,0,0,-0.0326786723138331
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0.00000476181062649157,0,0,0,0,0,0,0.101850655853959
DXY.INDEX,0,0,0,0,0,0,0,0.000860125841237355,0,0,0.000704974445969369,0.0000207223064344738,0.000229840255027152,0.0268361162862612,0,0,0,-0.010221075198947
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,-0.000000354672103727038,0,0,0,0,0,0,-0.0521581970285462
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
