,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0098575842432062,0,0.55801676736948,0,0,0.0126636739842836,0,0.0136337455211479,0,0,0,0,0,0
ETH,0,0,0,0,0,0.132206101733885,0.234970389291567,-0.583160563521474,0,0,0.598951709810726,0,0,0,0
XRP,0,0,0,0,0,0.115121450949025,0,0,0,0.0322725066152097,0,0,0,0,0
LTC,0.458865484608893,0,0,0,0,0.027979580833528,0,0.0148777952801945,0,0,0,0,0,0,0
DASH,0,-0.114183083803641,0,0,0,0.186579948816389,0.142642444294143,-0.46209419883119,0.0147857478379353,0.201315778910039,0,0,0,0,0.251932400683475
DOGE,0,0.0753221993776351,0,0.837457505684511,0.0201312297306354,0,0,0.213375143201869,-0.0424177605416916,0,0,0,0,0,0.00813134837918866
XMR,0.358566322612372,0.0905014203721172,0,0,0,0,0,0.136310106365562,-0.0604287293701808,0,0,0,0,0,0
XLM,0,0,0,0,-0.0491990649668106,0.195159079981858,0,0,0.125198960629319,0.019130518903893,0,0,0,0,0.0496117043163944
XEM,0,0,0,0,0,0,0,0,0,0.203370477569042,0,0,0,0,0
DGB,0.247073686095843,0.0547852018098886,0.36954884202115,0,0.150508319995444,0,0.0954751054056971,0.144325592804211,0.0415724230744696,0,0,0,0,0,0
BV010082.INDEX,0,0.00996726956398164,0,0,0,0.0198419424767465,0.0014724765468086,0,0,-0.0360185841296379,0,-0.073810870463905,0,0,-0.0568023311123247
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937274206192809
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.0000017399210763791,0,0,0,0,-0.112867680734209
VIX.INDEX,0,0,0,0,0.000994576245645492,0.00290655020828418,0,0.00175840590575089,0,0.000870657165097371,0,0,0,-3.06944616874003,0
