,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0852168507060393,0.0275174269774169,0.0438948067300207,0,0,0,0.0400573990990883,0,0,0,0,0
XRP,0,0,0.0250530241690897,-0.0540674158170624,0.241361533113569,0.0967322211281779,-0.0590822777260473,0,0,0,-0.0774615748369322,0,0,-0.0376200854759721
LTC,0,0,0,0,0.324086853718427,0,0,0.153166358901014,0,0,0,0,0,0.286014409498227
DASH,0,0,0.0893371869680901,0,0.102978816348425,0,0,0,0,0,0,0,0,0
DOGE,0,0,0.116461102074378,0.38224372098373,0,0.0547366837058101,0,0,0.0261832312149271,0,0,0,0,0
XLM,0,0.0539374111619894,0,0,0.202982415676808,0,0,0,0.14197561992678,0,0,0,0,0
XMR,0.453968384752294,0,-0.0108580457269731,0,0,0,0,-0.0384823216726139,0.329198035513678,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0.0141274489551213,0,0.17594735115106,0.0447406068147548,0.164043497699361,0.0540807923515191,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.0125583305705408,0,0,0,0,0,0,0,0,0,0,-0.0627145064386374
CVIX.INDEX,0,0,0.000000744173729509278,0,0,0,0,0,0,0,0,0,0,0.0591905269211766
DXY.INDEX,0,0,-0.000000000292885615958087,0,0,0,0,0,0,0,0,0,0,-0.0187469668571592
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0712328083182435
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
