,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0404860458758717,0.137576384948456,0.0465466098107411,0.354596063251947,0,0.063816308430612,0,0,0,0,0,0
XRP,0.379635387355934,0,0.0285322220857369,0,0,0.248142803183698,0,0.0400357310165344,0,0,0,0,0
LTC,0.553047400795774,0,0,0,0,0,0.0242082256829783,0.00840189499582145,0,0,0,0,0
DASH,0.635292990706819,0,0.0898814717672278,0,0,0,0,0,0,0,0,0,0
DOGE,0.376954309574352,0,0.163021739207694,0,0,0,0,0,0,0,0,0,0
XLM,0.0688213418174815,0.751724440639308,0,0,0.105650101873432,0,0,0.0173484343054379,0,0,0,0,-0.0388703013838321
XMR,0.79621848059895,0,0,0,0.155070492682422,-0.0741319059674074,0,0,0,0,0,0,0.0465791087935736
DGB,0.60267956841088,0,0,0,0,0,0,0,0,0.24067543955431,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,-0.00547934517376425,0,0,0,0,-0.0350102760499423
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0882436910010423
VIX.INDEX,0,0,0,0,0,-0.0000000594469907113201,-0.0000000317913872667431,0,0,0,0,-4.21517014119122,0
