,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.406554049917435,0,0,0,0.07090084071987,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.0468755054212118,0,0.137506661145439,0,0.0484284582237791,0.0547756494916365,0,0,0,0,0
LTC,0.509656096013894,0,0,0,0.01119638933746,0,0.0458165934561585,0,0.00159552362854679,0,0,0,0,0,-0.00670761785468495
DOGE,0,0.0579491771834881,0,0.695647904637474,0,0,0.137182627083623,0.0162995208913583,0.0113924995778163,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.183798368986298,0,0,0,0.0180666690954961,0.0593970123239773,0,0,0,0,0
XMR,0.64358098237757,0,0,0,0.0312845029985566,-0.0596942067804372,0,0,-0.0234888364639068,0.0232489004727101,0,0,0,0,0
XEM,0,-0.275623932393919,0.135552053416101,0.579703007932834,0,0.320931119369742,0.208416654259413,0,0,0,0,0,0,0,-0.100444212530175
DGB,0.586351819374319,-0.0686648739992871,0,0,0,0,0.22745445811633,0,0,0,0,0,0,0,0.181573432368613
BV010082.INDEX,0,0,0,0,0,0,-0.00221809405122851,0,0.000437986886962388,0,0,0,0,0,-0.0501885771338862
CVIX.INDEX,0,-0.00000120595735328744,0,0,0,0,0,0,-0.00000189087793688872,0,0,0,0,0,0.0469880271957024
DXY.INDEX,0,0,0,0,-0.000000688344893310264,0,0,0,0,0,0,0,0,0,-0.0111356154308202
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000034174810274619,0,0,0,0,-0.0992731795308986
VIX.INDEX,0,0,0,0,0.0000367193697246912,0,0,0,-0.00000469284576321233,0.00000907165651936568,0,0,0,-3.03883732432293,0
