,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0371484535012601,0.00646660450597624,0,0.0768902014669133,0,0,0,0,0,0.0967513036129453,0,0,0,0,0,0,0,0,0
ETH,0,0,0.103066651197508,0.0951874536845849,0,0,0,0.0845839352638124,0,0.22948455225445,0.052163716929812,0.00731917002625969,0,0,0,0,0,0,0,0
XRP,0,0.149244807167586,0,0,0,0,0,0.24313779758576,0,0,0.187607876843095,0,0,0,0,0,0,0,0,0
BCH,0,0.0607480864664537,0.0966431884785937,0,0.112828943529103,0,0,0,0,0.173502917150877,0.0274150813178175,0,0,0.054339450475981,0,0,0,0,0,0
EOS,0,0,0.142985791370056,0.0953778186301706,0,0,0,0.149798829819861,0,0,0.12259545447659,0,0,0.0162101621162714,0,0,0,0,0,0
XLM,0,0.0155726291543277,0.147666613335698,0,0,0,0,0.273375116396498,0,0.133264282103462,0,0.0405440416363645,0,0,0,0,0,0,0,0
LTC,0,0.00164433082003962,0.0254691962260854,0.0397169940553277,0.049107505686463,0,0,0.104906777820925,0,0,0.133841754923803,0,0,0.116523887723793,0,0,0,0,0,0
ADA,0,0,0.188822846734037,0,0.120103532234271,0,0,0,0,0.168910476732905,0,0,0,0.16370669005158,0,0,0,0,0,0
XMR,0,0.269563794119953,0.0913608188539058,0.00582829604827221,0,0,0,0,0,0,0.0686647159353366,0,0,0.110901880364998,0,0,0,0,0,0
TRX,0,0.116021391902544,0,0.0303788756345866,0,0,0,0.316782320628272,0,0,0.284427723561103,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0.0399680597208524,0,0,0,0,0,0,0.0553961072585721,0,0,0,0.709053261704247,0,0,0,0,0,0
DASH,0,0,0.0790335165888536,0,0.171797171573519,0,0,0,0,0.0198768978618043,0.0467985522101357,0,0,0.0803860733014218,0,0,0,0,0,0
BNB,0,0.0972286050260529,0,0,0,0,0,0,0,0.101936524065782,0.0642742927187257,0,0,0.0626153823539554,0,0,0,0,0,0
NEO,0,0,0.0714211352599343,0,0.0325005000057462,0,0,0.0551115765969602,0,0,0.41312001107514,0,0,0,0,0,0,0,0,0
ETC,0,0.250818436697899,0.0525540221489428,0,0,0,0,0,0,0,0.036909278618808,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125866069804682
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00379539556483018,0,0,0,0,0,0,0,0,0.000822863345061386,0,0,0,0,0.0313955164100354,0,0,-0.00365810297830939
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05341291426499
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
