,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.20953005998289,0.0320466562907359,0,0,0,0.0855151767322346,0,0,0,0,0,0,0
XRP,0,0,0.0815824545417686,-0.0437219590042417,0,0.114138744730903,0.0788320207368223,0,0,0,0,0,0,0,0
LTC,0,0,0,0.00701183083841041,0,0.342844157536073,0,0,0.0425708771082633,0.0859720250270474,0,0,0,0,0
ETH,0.271330180436968,0,0,0,0,0,0.0845870355597079,0.0962632084587168,0,0,0,0,0,0,0
DASH,0,0.0162266901060133,0.0670042214837234,0.0298330054995881,0,0.113357644340456,0.0819482098711758,0,0,0,0,0,0,0,-0.0133501144060202
DOGE,0,0.0450489016206581,0.311856969975859,0.0136213255202087,0.161156682146936,0,0.0429942833640577,0.0572924344075788,0,0,0,0,0,0,0
XLM,0.428412052760809,0.107150444259227,0,-0.0291534732804099,0,0,0,0.10299292106434,0.00774408346613884,0,0,0,0,0,-0.000590958345125916
XMR,1.03942333684327,0,0,0.0145509092707592,0,0,0,0,0,0,0,0,0,0,0.0381616866239154
XEM,1.07475480563675,0.0695365974515197,0.0920699466707433,0.0121305796681313,-0.429979775237664,0,0,0,0,0,-0.00000000000000000346944695195361,0,0,0,-0.102159635889255
DGB,0,0,0.449460688665055,0.0316913577731783,0,0,0,0,0.0349583377743005,0,0,0,0,0,-0.085607187752276
BV010082.INDEX,0,0,0,-0.00645188689949087,0,0,0,0,0,0,0,0,0,0,-0.0404017926771352
CVIX.INDEX,0,0,0,0.000000524470360944779,0,0,0,0,0,0,0,0,0,0,0.0331111798593792
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173457807681108
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082370238169197
VIX.INDEX,0,-0.000139500974730012,0.00342460082302267,0.000533951984757569,-0.000639250892679729,0,-0.000391602064625381,0,-0.000420288940991295,-0.0000464513284055814,0,0,0,-2.96493609766152,0
