,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0273304589857819,0,0.0469014118983013,0.0729453863296709,0,0,0,0.020374980671641,0,0.0861841483732481,0.002830781616011,0,0,0,0,0,0,0,0
ETH,0,0,0.10361800475995,0.00865852546334927,0,0,0,0.126811808146985,0,0.220903871800173,0.0705144704422514,0,0,0.00632843307330455,0,0,0,0,0,0
XRP,0,0.212091908387591,0,0,0,0,0,0,0,0,0.242450355372071,0,0,0,0,0,0,0,0,0
BCH,0,0.0880614173913139,0.0891443670521697,0,0.0345586540848271,0,0,0.0863275071822929,0,0.137032995942318,0.0718644349592448,0,0,0,0,0,0,0,0,0
EOS,0,0,0.12417144738086,0,0,0,0,0.0862248230663273,0,0,0.197413047608623,0,0,0.143165093210274,0,0,0,0,0,0
XLM,0,0,0.159485912127167,0,0,0,0,0.289857778212204,0,0.122835704162906,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0.0484700128560727,0.0304824397108047,0,0,0,0.107284954878692,0,0,0.107961614377218,0,0,0.0349732112468442,0,0,0,0,0,0
ADA,0,0,0.171364743238813,0,0,0,0,0,0,0.243457762741184,0,0,0,0.144771168829472,0,0,0,0,0,0
XMR,0,0.11152094474145,0.121169247371412,0,0,0,0,0,0,0,0.0272988295760559,0,0,0.183179974693899,0,0,0,0,0,0
TRX,0,0.100303990133449,0,0,0,0,0,0.274767500655387,0,0,0.235134485992705,0,0,0.0845535281227505,0,0,0,0,0,0
MIOTA,0,0,0.0760605048173389,0,0,0,0,0,0,0.0979425191978599,0,0,0,0.530774648701029,0,0,0,0,0,0
DASH,0,0,0.0307575267858819,0,0.149668927007926,0,0,0,0,0,0.0903519207974969,0,0,0.203300366882391,0,0,0,0,0,0
BNB,0,0.0716192259463553,0,0,0,0,0,0.0241023194383708,0,0.0822805567237123,0.0597601009084918,0,0,0.11720154540564,0,0,0,0,0,0
NEO,0,0.0173908341074011,0.0403614952607954,0,0.101651221303363,0,0,0.0271343373720368,0,0.0502892313803336,0.420653002112381,0,0,0,0,0,0,0,0,0
ETC,0,0.270914826226713,0.0476918805926296,0,0,0,0,0,0,0,0.0480445468865228,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125866069804682
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00388406464783919,0,0,0,0,0,0,0,0,0.000789139068628021,0,0,0,0,0.0308325791272164,0,0,-0.00379253359031141
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506464842059529
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
