,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.181844669099798,0,0.0330865842323796,0,0,0.147379205884852,0.0117430653270318,0,0,0,0,0,-0.0125120621396218
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.374850164269439,0,0,0,0,0.117513465979148,-0.000000000000000000867361737988404,0,-0.0118022550137691,0,0,0,0,0,-0.0108079021189301
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0.340031582060196,0,0.0729964800946083,0,0,0,0.0590647217554963,0,0,0.0134869921841062,0,0,0,0,-0.0216544423828318
DOGE,0,0.0985395865706919,0.20017518039157,0.0157708062865352,0,0,0,0.171682726278679,-0.000334705647051334,-0.00149874623523224,0,0,0,0,-0.00881080537968948
XLM,0,0.0960584226160135,0.209365625624753,0,0,0,0,0,0,0.0218460064032495,0,0,0,0,0
XMR,0.656501205494928,0,0.0372329055236641,0,0,0.144031381670663,0.0542761369461342,0,0.0102975590035624,-0.0329998343071969,0,-0.0895591259940219,0,0,0
DGB,0,0,0.666261985729692,0,0,0,0.151908499370798,0,0,0,0,0,0,0,-0.09973822108539
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247723511853108
CVIX.INDEX,0,0,0,-0.00000128582324022851,0,0,0,0,0,0.000000287552182050409,0,0,0,0,0.120301742167028
DXY.INDEX,0,0,0,0,0,0,0,0,0,0.0000121082210975931,0,0,0,0,-0.0155910635193348
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07720460866511
VIX.INDEX,0,-0.0000000208953033579063,0,0,0,0,-0.0000017828582671551,0,0.000000563087480135698,-0.00000149455624554142,0,0,0,-3.3096100401241,0
