,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0237456715524612,0,0.207399696118084,0,0,0,0,0.0231402538589312,0.00018881955918952,0,0,0,0,0
ETH,-0.00000000000000000173472347597681,0,0,-1.32025672719104,0,-0.0556659824663699,0.259651572381161,-0.000000000000000000433680868994202,-0.0469443667067123,0,0,0,0,0,0.253220448379266
XRP,0,0,0,0,0.0425195920810575,0.00728211125454203,0.023518789053701,0,0.060200012865066,0,0,0,0,0,0
LTC,0.392947890542118,-0.0129023996815264,0,0,0,0,0,0.0019097399069953,0.0137792842308122,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0.105927466244853,0,-0.271652318804491,0.082537602584291,0.412787776172466,0,0,0,0.232646107994123
DOGE,0,0,0,0,0.0644120792320668,0,0,0,0,0.0244665801041057,0,0,0,0,0.0844238651285678
XMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0.216945291318835,0,0,0,0,0
XLM,0,0,0,0,0,0,0.0678028498978453,0.153193149426485,0,0.014410632089994,0,0,0,0,0.221860639852333
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0.00844620927734902,0,0,0,0,0,0,0,-0.0338229700876922,0,0,0,0,-0.112004852656674
CVIX.INDEX,0,0,0,0,0,0.00000354802001102,0,-0.00000014116410756307,0,0,0,0,0,0,0.132693945062433
DXY.INDEX,0,-0.0000000361034694899383,0,0,0,0,-0.00000114860740808076,0,0,0,0.0766567442695405,0,0,0,0.00835905742696367
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.0000110301465631464,0,0,0,0,-0.0480398205922285
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
