,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0114662500130131,0,0.489089695268783,0,0,0.0126481517411654,0,0.00780277159043072,0.0029539111182813,0,0,0,0,0
ETH,0,0,0.184128427269638,0,0,0.179954033258291,0.304452381722849,-0.77724699026704,0,0.137227852992583,1.77492713888533,0,0,0,0.160792925589451
XRP,0,0,0,0,0,0.116720417187497,0,0,0,0.0330165215806716,0,0,0,0,0
LTC,0.414604333308351,-0.00699233257490255,0,0,0,0.0156008665093575,0,0.00968521014289227,0,0,0,0,0,0,0
DASH,0,-0.0892432828777998,0,0,0,0,0.0892879300190873,-0.360901619813057,0,0.153697028870694,0,0,0,0,0.161652659129037
DOGE,0,0.0688479867798564,0,0.309344327157705,0.0533054633781158,0,0,0.181555052670912,0,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,-0.0374241138952069,0.175367000492246,0.0403201437972727,0,0.152485866258001,0.0306839281719827,0,0,0,0,0.0798155358050446
XEM,0,0,0,0,0,0,0,0,0,0.209041600318704,0,0,0,0,0
DGB,0,0.0897064884760858,0.313611063004694,0,0.2556393599421,-0.000000000000000000867361737988404,0,0.114811322828718,0.0615127797121472,0,0,0,0,0,0
BV010082.INDEX,0,0.00983258913949497,0,0,0.00372351194299135,0,0.00566739475558228,0,0.00370049528501826,-0.0376160943548451,0,-0.0730570083859634,0,0,-0.0590835733438826
CVIX.INDEX,0,0,0,0,0,0,0,0.000000282355588750128,0,0,0,0,0,0,0.0937272710241136
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.0000035975221475847,0,0,0,0,-0.112866889226284
VIX.INDEX,0,0,0,0,0.00612004367715238,0.0158702597268045,0,0.00881494205123412,0,0.00662032781947253,0,0,0,-3.00259799247816,0
