,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.00817081497466347,0,0.376240622241316,0.0191760900480095,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0961451844016882,0,0,0,0,0.117967060496455,0,0,0,0,0
XRP,0,0,0,0,0.0595954968797903,0,0.010701310932093,0,0,-0.0503851095096049,0,0,0,0,0.0400833449232665
LTC,0.65220090790999,-0.006954793155326,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275117866033937
XEM,0.511996641203162,0,0.0552948790927635,0,0,0.166557171545472,0,0.137171874822209,0,0.014595448936888,0,0,0,0,0
DASH,0,0.0555316420193527,0,0,0,0,0,0,0,0.0594063531194592,0,0,0,0,0.0656883540189535
DOGE,0.186449633281212,0.0244715200052603,0,0.108076932427872,0.0662105234169845,0,0,0,0.156658180533983,0,0,0,0,0,0.0351594327382663
XMR,0,0.0474649748617318,0,0,0,0.104511564451248,0.3048678700466,0,0.435658894928716,0.000000000000000000433680868994202,0,0,0,0,-0.0163324229035284
XLM,0.100525319110379,0.0329213384723048,0,0,0.0948576033320726,0,0.0512587816821408,0.0943055601446818,0,0,0,0,0,0,0
DGB,0,0.0498587392543155,0,0,0.155508657892154,0,0,0,0,0,0,0,0,0,-0.020075683382055
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0950151361936197
CVIX.INDEX,0,0,0,0,0,0,0,0,0,-0.0000126653459809348,0,0,0,0,0.0476191687133641
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609547530166793
VIX.INDEX,0,0,0,0,0.00000872230108114666,0,0,0,0,0,0,0.626426621236968,0,0,0
