,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0653702188370829,0,0.0512900368792776,0.0469803989367794,0,0.00802241844209964,0,0.00933908980457824,0,0.0532862961390062,0.0258713300221669,0,0,0,0,0,0,0,0
ETH,0,0,0.135789292458681,0.0158997751177116,0,0,0,0.0383203593979168,0,0.212764200456351,0.10496863394526,0,0,0,0,0,0,0,0,0
XRP,0,0.114700993115583,0,0,0.0843305422062386,0,0,0,0,0,0.233847079295273,0,0,0.0597653802590909,0,0,0,0,0,0
BCH,0,0.0387628914229149,0.0917641345560035,0,0.0502398973729876,0,0,0.0896390353897891,0,0.141014079598895,0.0704325496799774,0,0,0.0153279918704965,0,0,0,0,0,0
EOS,0,0,0.13837994424862,0,0,0,0,0.0712830228918028,0,0,0.169000998398737,0,0,0.156531687095163,0,0,0,0,0,0
XLM,0,0,0.159485912127167,0,0,0,0,0.289857778212203,0,0.122835704162906,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0.0174654518878806,0.051359022872471,0,0,0,0.171109753622219,0,0,0.129285282202276,0.00946345239105659,0,0.082681931552546,0,0,0,0,0,0
ADA,0,0,0.153173322630482,0,0.0383440733415048,0,0,0,0,0.255670839544577,0,0.0173626923393138,0,0.167725211976712,0,0,0,0,0,0
XMR,0,0.253472707473964,0.0965648421800969,0,0,0,0,0,0,0,0.0212795099732966,0,0,0.153052129247666,0,0,0,0,0,0
TRX,0,0.150505034820977,0,0,0.0814111363247736,0,0,0.293451893806022,0,0,0.219374433347127,0,0,0.0561898752650267,0,0,0,0,0,0
MIOTA,0,0,0.0211812560160673,0,0,0,0,0,0,0.272136714841951,0,0,0,0.57608540132599,0,0,0,0,0,0
DASH,0,0,0.0583567815586322,0,0,0,0,0,0,0.021712667683769,0,0,0,0.326530638040465,0,0,0,0,0,0
BNB,0,0,0.00502353088027462,0,0,0,0,0,0,0.0879885226425993,0.0773553091651938,0,0,0.151313722345094,0,0,0,0,0,0
NEO,0,0,0.056303411739522,0,0,0,0,0,0,0.018715867316018,0.462538052944243,0,0,0,0,0,0,0,0,0
ETC,0,0.0621768657187987,0.0824116667840818,0,0,0,0,0,0,0,0.118822313188337,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0184294445279804,0,0,-0.0167325133171736,0,0,-0.0201371627101561,0,0,0,0,0,0,0,0,0,0,-0.0394055063298659
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00356821233597477,0,0,0,0,0,0,0,0,0.00072560264728492,0,0,0,0,0.0396293680684062,0,0,-0.00297761008508184
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446766870656861
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
