,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.421343628402547,0.0403901847276201,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0589553280221923,0,0.155638308975463,0,0,0.144922933372409,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.558232116771669,0,0,0,0.0018843879154548,0,0,0,0,0,0,0,0,0,0
XEM,0.494905734517105,0,0,0,0,0,0,0,0.747854001344427,0.17515582990655,0,0,0,0,0
DASH,0.109734085412408,0.0560583578925211,0.0877327899829862,0.093511857014242,-0.038678559633509,0,0,0,0.0140725258303611,0.0533774281283613,0,0,0,0,0
DOGE,0.336311106258931,0,0,0.00544280455846859,0.01953125881841,0,0,0,0,0.0371193547493616,0,0,0,0,0.04054819534278
XMR,0.601103318817548,0,0,0,-0.0205365954001274,0,0,0,-0.0658413293512191,0.0246118829808624,0,0,0,0,-0.0701742746858167
XLM,0.114207032871126,0,0,0,0.185923540913755,0,0.061792305958242,0,0,0,0,0,0,0,0.0199805602847488
DGB,0,0.105614667348543,0,0,0.109816289851928,0,0,0,0,0,0,0,0,0,-0.0231149354991509
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624650585360372
CVIX.INDEX,0,-0.0000176395298039034,0,0,0,0,0,0,0,-0.0000437043512738799,0,0,0,0,0.231292256888198
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.0326955295188956,0,0,0
SPX.INDEX,0,0,0,0,-0.00000111189623369547,0,0,0,0,0,0,0,0,0,-0.0648291615068874
VIX.INDEX,0,0,0,0,0.0122044075764737,0,0,0,0.0135859332391452,0.00706589100361626,0,0.573064146379039,0,0,0
