,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00859062268561028,0.203402727352861,0,0.064930266198047,0,0,0.131002492576185,0.0111240266976016,0.0124504311214731,0,0.0144397764918895,0,0,-0.0161116777610173
XRP,0,0,0.113854862468489,0,0,0.661039741548194,0,-0.200792781455661,0.0156869887905282,0.00000000000000000173472347597681,0,0.000318890684426256,0,0,-0.0282506496390603
LTC,0.379836562048177,0,0,-0.00970609955652797,0,0.0789014656768699,0.0140638723322685,0,-0.0139684280764732,-0.0228269839152993,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0.257956515811066,0.0327713648325562,0,-0.00202267484227758,0,0,0.0969408530536112,0,0,0,0,0,0,0,0
DOGE,0,0.133675885385892,0.0783386679010469,0.00564821871346614,0.0517704726087562,0,0,0.106150202954813,-0.0040048401936843,-0.00287434203805284,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.672680457221609,0,0,0,0,0.217959216332395,0.0503607394229696,0,0,-0.0553171302879692,0,0,0,0,0.0169659850569831
DGB,0,0,0.454613392348254,0,0,0,0.184285571193917,0,0,0,0,0,0,0,-0.114783501855619
XEM,0,0.0314089909169576,0,0,0,0,0,0,-0.00935686424753685,0,0.415993783668814,0,0,0,-0.197226211305788
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133446988847738
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0.00111560205577244,0,0,0,0,-0.0162223040959051
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0731361457210164
VIX.INDEX,0,0,0,0.000000346022221123906,0,0,0,0,0.000000999406544299262,0,0,0,0,-3.22299757333624,0
