,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,DASH,BSV,MIOTA,XTZ,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0474799644615927,0,0.123928803630867,0,0,0,0,0,0,0,0,0.0358771203423953,0,0,0,0,0
ETH,0,0,0,0,0.105998813267543,0.120759523390929,0,0,0.0424763839508161,0,0,0,0.0950972968450636,0,0.0272250705205598,0,0,0,0,0
XRP,0,0,0,0,0,0.0982156167879574,0,0.0247881749913926,0.0716656035912595,0,0.176909234907664,0,0.0375717266257615,0,0.0175642511636541,0,0,0,0,0
BCH,0,0,0,0,0.342064789056346,0.0677745759491773,0,0.109499743253212,0.253946007496978,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.438554340715029,0,0.100545502983146,0.0573321508657615,0,0,0,0,0,0.129267088463958,0,0,0,0,0,0,0
EOS,0,0.115568118362895,0,0.052729822849231,0.369858861069255,0,0.00959850952145884,0,0,0.030501248083726,0.133574167455624,0,0,0,0.0268179021122699,0,0,0,0,0
BNB,0,0,0,0,0.382735829365139,0,0,-0.010035328906621,-0.142988193681788,0,0,0.319364406164536,0,0,-0.0920571158297601,0,0,0,0,0
XLM,0,0,0,0,0,0.0871052381763081,0,0,0.101021966216681,0,0.171930431121911,0.164661396152086,0,0,0,0,0,0,0,0
ADA,0,0,0,0.318303629834381,0.0625364141663866,0.145934217590673,0,0,0,0,0.155782052132301,0,0,0,0.0369201632273125,0,0,0,0,0
TRX,0,0,0,0.0612049626086012,0,0.150501556185217,0,0,0.0782144553581662,0,0,0.107418878410558,0.0581496849127975,0,0,0,0,0,0,0
XMR,0,0.194192364044927,0,0,0,0.160919389703696,0,0,0,0,0,0,0.0271378210137127,0,0.0368704976079278,0,0,0,0,0
DASH,0,0.212803166075729,0,0,0,0.129642003212229,0.0289534592137079,0,0.000891029489764082,0.0368723414978367,0.0583421299733376,0,0.0999969386404978,0,0,0,0,0,0,0
BSV,0,0,0,0.0604295929174987,0.273307770280951,0.0402377910499032,0,0,0.0929220626823655,0.00189858497619083,0.027694597246459,0,0,0,0.0162707883561842,0,0,0,0,0
MIOTA,0,0,0,0,0,0.0452084156375825,0,0,0.0888146424914929,0,0.314830755251803,0.116947112459488,0,0,0.0344003174453271,0,0,0,0,0
XTZ,0,0,0.552460337058835,0,0,0.144360025448445,0,-0.000000000000000000216840434497101,0,0,-0.00000000000000000346944695195361,0.0191616065134036,0,0,0,0,-0.343522286382527,0,0,0
BV010082.INDEX,0,0,0.159918314938787,0,0,0,0.0202061809585744,0,0,0,0,-0.0532874662119402,0,-0.0355018974448875,0,0,0,0,0,-0.124815626163006
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0671474118158045
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
