,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.149716797172799,0,-0.000000000000000000433680868994202,0.0566047082042053,0,0.0512136974615505,0.0473750276474446,0,0,0,0,0,0,0,0,0
ETH,0,0,0.138357622789397,0,0,0.12142050535865,0.148961854939524,0,0,0,0,0,0,0,0,0,0,0
DASH,0.401333015683773,0,0,0,0,0.0801514912947116,0,0,0.549376323479799,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.13879425036325,0,0.0030577593049459,0,0,0.0676838650187508,0.0603864220419013,0.0042935493814333,0,0,0.0558084393142777,0,0,0,0,0,0,0
XMR,0.419267096327422,0.127012470890356,0.110392264710063,0,0.202942157662702,0,0,0,0,0,0,0,0,0,0,0,0,-0.00437763126892263
ETC,0.0336658450162076,0.118898585160774,0.123306348145642,0,0,0.0195689867994267,0,0,0,0,0.103678335393156,0.0734225454008576,0,0,0,0,0,0
XEM,0.275915678958045,0,0,0.370064810623189,0,0,0,0,0,0,0.113235286037648,0,-0.0881727116719033,0,-0.442004674768376,0,0,0
ZEC,0,0,0.358114352265611,0,0,0,0.191957080661528,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.16107172980636,0,0.0571802685116749,0.0241953033583926,0.0134268679257393,0.0434502309959246,0,0,0,0,0,0,0.0224960596134261,0,0,0,0,-0.0798151099599649
XLM,0,0,0,0.0834470162524879,0.158543962163414,0.0978406119598761,0.159538206179161,0,0,0,0,0,0.0122157750414328,0,0,0,0,-0.123892592482571
NEO,0,0,0,0,0,0,0.109500156191995,0.0679765961648972,0,0,0,0,0.103122558877317,0,0,0,0,0
DGB,0,0,0,0.110403016594979,0,0,0,-0.0807569867385158,0.0771440925655735,0,0,0.156612411575735,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0727620393732887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0.000179818774403496,0,0,0,0,0.0000361291157220198,0,0,0,-0.000115291079135047,0,0.0317500374489682,0.00860349507474022,0,0,-0.0100717556704382
SPX.INDEX,0,0,0.000000525167579895484,0,0,0,0,0.000000128752038280573,0,0,0,0,0,0,0,0,0,-0.0388838197511895
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
