,BTC,ETH,XRP,BCH,LTC,BNB,EOS,BSV,XMR,XLM,ADA,LEO,TRX,HT,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.100607241899579,0,0.293679955938831,0,0,0,0,0.163585453148855,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.226667842388471,0,0.176440602590726,0.0236249471564153,0.0683074663244802,0,0,0,0.176133006107674,0,0,0,0,0,0,0
XRP,0,0,0,0.087571447468693,0,0,0.100900997074162,0,0,0,0.0502753007902288,0,0.162139918926875,0,0,0,0,0,0,0
BCH,0.17991846148523,0.104465432485572,0,0,0.14110852161241,0,0.116162488182853,0,0.0534501378538055,0,0,0,0.121760022158622,0,0,0,0,0,0,0
LTC,0,0.181720103902596,0,0.0656313447082727,0,0,0.130010385140719,0,0,0,0.166919057306282,0,0.0694001540102377,0,0,0,0,0,0,0
BNB,0.0850793122998476,0,0,0,0.136736770049976,0,0,0.0128401644421796,0.119640240673536,0,0,0,0.1343001176732,0,0,0,0,0,0,0
EOS,0,0.19544740835398,0,0,0.093073241243916,0,0,0,0,0,0.153984471329741,0,0.200103206664905,0,0,0,0,0,0,0
BSV,0,0,0,0.217962392786071,0,0,0,0,0,0,0,0,0.295131887548319,0,0,0,0,0,0,0
XMR,0.32856283937527,0,0,0.209929742687773,0,0,0,0,0,0,0,0,0.0191660918366675,0,0,0,0,0,0,0
XLM,0.00573537542955814,0.101152872071013,0,0.0493440944321033,0.0108575576447673,0,0,0,0,0,0.280898425308228,0,0.10438356491508,0,0,0,0,0,0,0
ADA,0,0,0,0,0.000000000000000000433680868994202,0,0.338494698111302,0.0233028718624018,0,0.0399268601858519,0,0,0.306145755018277,0,0.0206886520063447,0,0,0,0,0
LEO,0,0,0,0,0.0185399685827642,0,0,0,0.0689052153208468,0,0.0442949127273009,0,0,0,0,0,0,0,0,-0.0893341025679825
TRX,0,0.0718382169214825,0,0,0.0801886386478009,0,0.0747957481739251,0.198892141930749,0.129906793999101,0,0.148101723695012,0,0,0,0.0163422965652251,0,0,0,0,0
HT,0.145081295292483,0,0,0,0,0.143756541538745,0,-0.0000000000000000000016940658945086,0,0,0,0,0,0,0.0601535060902135,0,0,0,0,0.0125677790799287
ETC,0,0,0,0.153257893422561,0.123259213888211,0.0992930104205819,0,0.189612792707604,0,0,0.0440376825238013,0,0.00545802122975244,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649727518206469,0,-0.109647306744368,0,0,-0.151454749108983
CVIX.INDEX,-0.0480639976527275,0,0,0,0,0,0,0.0198027652078067,-0.0165428946672635,0,0.121371002733049,0,0,0,-0.0589079727050372,0,0,0,0,0.0313968920243786
DXY.INDEX,0,0,0,0,0,0,0,0,0,-0.000000908239364938486,0,0,-0.00000154858881674084,0,0,0.0389483209223614,0,0,0,-0.00155746503764445
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0753290845329701
VIX.INDEX,0,0,0,0,0.00000400066826672836,0,0,0,0,0,0,-0.00000143942760735029,0,0,0,0,0,0,-4.13396259056232,0
