,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,DASH,BSV,MIOTA,XTZ,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0339672027727032,0,0.062315055414919,0,0.102535313504227,0,0,0.00146764880332598,0,0,0,0.0381515651961556,0,0.0315845763253747,0,0,0,0,0
ETH,0,0,0,0,0.087427541538703,0.208486361832192,0,0,0.0307920459033073,0,0,0,0.136735078861387,0,0.0203382937881108,0,0,0,0,0
XRP,0,0.152960891211938,0,0,0,0.0579118582463472,0,0.0403969231773636,0.0985494551403079,0,0.103499185813561,0,0,0,0.0430355696795504,0,0,0,0,0
BCH,0,0,0,0,0.262869163839636,0.266819786037039,0,0.0632243593831871,0.197597619789351,0,0,0,0.0990056731857263,0,0,0,0,0,0,0
LTC,0,0,0,0.44863246006817,0,0.101484075918842,0.0519089178601095,0,0,0,0,0,0.108200824587821,0,0,0,0,0,0,0
EOS,0,0.177138122351194,0,0.0511035058473105,0.351361830346704,0,0,0,0,0,0.128909675586973,0,0,0,0.0184109663583732,0,0,0,0,0
BNB,0,0,0,-0.0228078932085322,0.497928464903259,0,0,0,-0.148571945850817,0,0,0.299805037179672,-0.0927194369785844,0,-0.0680303459966684,0,0,0,0,-0.0194379185887767
XLM,0,0,0.0721632017382036,0,0,0.102822548969375,0,0,0.0913537827740716,0,0.0931508913375883,0.0790476977436235,0.0614770993415178,0,0,0,0,0,0,0
ADA,0,0,0,0.263617459934821,0,0.305259121982695,0,0,0,0,0,0,0,0.0182390301905201,0,0,0,0,0,0
TRX,0,0,0,0.0443096718306861,0,0.00470214313557753,0,0,0.10138584309477,0,0.0229809888985754,0.109640398813912,0.0750098082697012,0,0,0,0,0,0,0
XMR,0,0.269384986911314,0,0,0,0.12209407273854,0,0.0106732379776121,0,0,0,0,0,0,0.0363743903798856,0,0,0,0,0
DASH,0,0.227675984339059,0,0,0,0.156847057368282,0,0,0.0191950681768702,0,0.0693581770554776,0,0.0994535923718012,0,0,0,0,0,0,0
BSV,0,0,0,0.0679168620899985,0.260020146921583,0.0442167418784381,0,0,0.0795197168886146,0,0.0628981388146377,0,0,0,-0.00000000000000000173472347597681,0,0,0,0,0
MIOTA,0,0,0,0,0,0.108776888143008,0,0,0.0819940078320564,0,0.116902561808229,0.110938594230939,0.0216688222015939,0,0.0223059809299284,0,0,0,0,0
XTZ,0,0,0.116720425050551,-0.113061833507387,0,0.216290962087192,0,0,0,0,0.233175598497127,0,0,0.0556821205800403,0,0,-0.181925098761657,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393544132541319
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0.000000865953132699631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0671412770181697
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
