,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0932524440426199,0.0809271858977679,0,0,0,0,0,0,0.00389246693224178,0.165986864820664,0.0841698788426494,0,0,0,0,0,0
XRP,0,0,0,0.0745371901390085,0.11270443301132,0,0,0,0,0.194964898656394,0.0408199394392932,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.152535627494991,0.122028740018037,0,0,0,0,0.0432383489608753,0.0443422577148425,0,0.236627420450724,0.036779573516345,0,0,0,0,0,0
BCH,0,0,-0.00000000000000000173472347597681,0,0.194391587180404,0,0.0364631506199503,0,0.0908415144619795,0.35285577362779,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0.130106541617846,0,0,0,0,0,0,0.449905494035932,0,0,0,0.0941708220862456,0,0,0,0,0,0
XLM,0,0,0,0.11580141216751,0.119717020019219,0,0,0,0,0.180908935283778,0,0.0230045078890909,0.159784055425607,0,0,0,0,0,0,0
LTC,0,0,0.0788977095256705,0,0.133796994035994,0,0,0,0,0.262678332944674,0,0,0,0.114526694406737,0,0,0,0,0,0
TRX,0,0,0,0.10147948185452,0,0,0,0,0,0.471251652693009,0,0,0,0,0,0,0,0,0,0
BSV,0,0,0,0.63892273758935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0.311032527316947,0.0935450714829999,0.194796927482821,0,0,0.164573927624747,0,0,0.00479915807062981,0,0.0756630157589456,0,0,0,0,0,0,0
MIOTA,0,0,0,0.0810321912720287,0.0821614411805227,0,0,0,0.0445068876156156,0.0164220418429385,0,0,0.0543712215511986,0.347601644003295,0,0,0,0,0,0
BNB,0,0,0,0,0.190359702383134,0.142817316629951,0,0,0,0.205030042276052,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0.0119091443227557,0.0569577471668147,0.0329262284758746,0,0.120382983119576,0,0,0.141739721213309,0,0,0,0.329713341852175,0,0,0,0,0,0
DASH,0,0,0.0046757876781496,0.106745215714981,0.181703537950677,0,0,0,0,0.0436890056920688,0,0,0.188645557083196,0,0,0,0,0,0,0
XEM,0,0,0,0.0879420531473827,0,0,0,0,0,0.118295371538252,0,0,0.151001531765453,0.0852451070073102,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000461349708436032,0,0,0,0,0,0,0,-0.0511879326586215
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141597623193599
VIX.INDEX,0,0,0,0,0,0,-0.00000134833333391071,0.00000153961556783288,-0.000000372147576112467,0,0,0,-0.0000026539452673837,0,0,-0.06964846847651,0,0,-2.36610435801874,0
