,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0819332940085216,0.016033555678964,0,0,0,0.00325244673212531,0.000975468781406014,0,0.0453476016533163,0.208547699343242,0.0862856463096219,0,0,0,0,0,0
XRP,0,0,0,0.0798086311350343,0.0958848465858437,0,0,0,0,0.196113725808715,0.0353132798245352,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.161450145983821,0.13964216954537,0,0,0,0,0.0353178247879235,0.0485497641972172,0,0.194960879073393,0.0470078875973219,0,0,0,0,0,0
BCH,0,0,0,0,0.202232416248571,0,0.0949721148145194,0.0636327690778575,0.0362455712272166,0.140080449320034,0,0,0.105074301241226,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0.51833642457973,0,0,0,0.120634054839715,0,0,0,0,0,0
XLM,0,0,0,0.124015885431427,0.179090139005928,0,0.0414643694921817,0,0,0.0214619471459995,0,0,0.212873294262621,0,0,0,0,0,0,0
LTC,0,0,0.310367519728531,0,0.0345415979387901,0,0,0,0,0.219258138482105,0.0265713887032618,0,0.000000000000000000433680868994202,0.0729434768943608,0,0,0,0,0,0
TRX,0,0,0,0.101610232578519,0,0,0,0,0,0.429514096027239,0,0.0901784096997186,0,0,0,0,0,0,0,0
BSV,0,0,0,0.63892273758935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0.368909527606474,0.0826869449724954,0.185245783977471,0,0,0.183445243038735,0,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0.239292877762565,0.0990002683419087,0.116689042006716,0,0,0,0.0241057488381916,0,0,0,0.0318962830273978,0.234981505216647,0,0,0,0,0,0
BNB,0,0,0,0,0.0863667026431751,0.0233562065334835,0,0.0455112095466333,0.0165570061643409,0.493165696305195,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0.0669979659240617,0.0975905002914836,0.0812846526858169,0,0,0,0.000692731956495014,0.0457895088704372,0,0,0,0.327059061641102,0,0,0,0,0,0
DASH,0,0,0,0.0634060487540654,0.177594704523619,0,0,0,0.00284563064129778,0.0970987787123357,0,0,0.207303316195578,0,0,0,0,0,0,0
XEM,0,0,0,0.0623420150104715,0,0,0,0.0848811000171975,0,0.0653279246542836,0,0,0.175302417911226,0.115443389732461,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172156439133758
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12146717164058
VIX.INDEX,-0.00000692938409664661,0,0,-0.00000457757044955414,0,0,-0.00000330351555926727,0.00000851798847215264,-0.00000108145318545915,0,0,0,0,0,0,-0.052749382172093,0,0,-3.50239974355949,0
