,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0563984551548332,0.115940199265202,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,-0.2307162566798,0,0.0705029937348789,-0.0265187370411048,0,0.438804419758724,0,0.116268194106739,0,0,0,0,0
LTC,0.565290792760613,-0.0741697572595198,0,0.0114027625194784,0,0,-0.00289522158038724,0,0,0,0,0,0,0,-0.00726216377801778
XRP,0.14324276283996,0.000000000000000000433680868994202,0,0,0,0.0748835675819774,0.0929514598552363,0.121463703466748,0.104564101043512,-0.110773138923768,0.0633025339800303,0,0,0,0
DASH,0,0,-0.113988058875856,0,0,0,0.0490963862108409,0.138623599447449,0,-0.00187210912572726,0,0,0,0,0.109881995832361
DOGE,0,0,0.126209625812044,0,0,0,-0.00758325642504229,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.268895377913821,0,0,0,0,0,0,0.167987710870031,0.0894443003627777,0,0,0,0,0
XLM,0,0,0.00000000000000000010842021724855,0.0574628138156101,0,0,0,0.0647001562941799,0,0,0,0.296799418179227,0,0,0
DGB,0,0.329390451725772,0,0,0,0,0.241960106377092,0.0424396762675744,0,0,0,0,0,0,-0.12867198915235
BV010082.INDEX,0,0,0,0,0,0.0192576127467258,0,0,0,0,0,0,0,0,-0.09858245345241
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878946882731475
VIX.INDEX,0,0,0,0,0,0,0,0,0,-0.0000058349825445269,0,0.530298039387209,0,0,0
