,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.622121661274103,0,-0.00796520528532559,0.0189653891378324,0.0209249139502415,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0.0990741206102307,-0.00000000000000000010842021724855,0,0,0.0285375429191599,0,0,0,0,0
LTC,0.444594689796874,-0.00643337789902777,0,0,0,0.0100655237627118,0.00426983630634754,0,0.00970211111594351,0,0,0,0,0,0
DASH,0,-0.132999655321782,0,0,0,0,0,0.078644551789428,-0.226801632777227,0.157889538354623,0,0,0,0,0
DOGE,0,0.0670136710139415,0.13218715206667,0.865343055156093,0,0,-0.0476916759577678,-0.000000000000000000433680868994202,0.201744524212067,0,0,0,0,0,0.0177230004915389
XEM,0,0,0,0.562104512764985,0.243632316469973,0,0,0,0.359262969693261,0.057748932970807,0,0,0,0,0
XMR,0.2519217717219,0.062205588642604,0,0,0,0,-0.019118356007059,0,0.204593745170403,0,0,0,0,0,-0.0555801710476628
XLM,0,0,0,0,-0.0416643260546444,0.187084368646233,0.0917418659275768,0,0,0.0636003244358258,0,0,0,0,0.0386585958692592
DGB,0,0,0.260427110050617,0,0.283596453496821,0,0.0465537365867902,0,0.149913492809387,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,-0.000000000000000000216840434497101,-0.0012807522348202,0,0,0,-0.0269601028276822,0,0,-0.0509052051919726
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469919978379102
DXY.INDEX,0,0,0,0,0,-0.00000029253690370026,-0.000000330637174508582,0,0,0,0,0,0,0,-0.00960919640039465
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000336429590922419,0,0,0,0,-0.120328890354918
VIX.INDEX,0,-0.00311717696550357,0,0,0.00632647650269671,0.0412507716102799,0,0,0,0.0564317384073652,0,0,0,-2.2926767319527,0
