,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.085397275094711,0.0849365121484763,0.0517956076474421,0,0,0,0.093687752514764,0,0,0,0,0
XRP,0,0,0,-0.0693964869725504,0.274863968966716,0.185605372916015,-0.0654166195765792,0,0,0,0,0,0,-0.0913270768863163
LTC,0,0,0,0,0.0773685805588619,0,0,0,0,0,0,0,0,0.0688513766045323
DASH,0,0.127994417877868,0.037094038723724,0,0.0316407996073922,0.0483422540132932,0.187818808346748,0,0,0,0,0,0,-0.000000000000000000433680868994202
DOGE,0,0,0.0760637071682121,0.266936132408403,0,0.205091380066662,0.0443402548488795,0,0,0,0,0,0,0
XLM,0,0.235010308250984,0,0.0528791739730898,0.271034365786877,0,0,0.0468612251414155,0.0536976721814237,0,0,0,0,0
XMR,0,0,0,0.119795553751058,0,0,0,-0.0107260216030586,0.375524130441631,0,0,0,0,-0.045979538942006
XEM,0,0,0,0,0.220596847689373,0,0,0,0,0,0,0,0,0
DGB,0,0,0.0487073235555994,0.107852273205021,0.00520524684214067,0,0.0921461023430209,0.0173921077066416,0,0,0,0,0,0.117360220064945
BV010082.INDEX,0,0,0,0.0134466338699744,0,0,0,0,0,0,0,0,0,-0.0812514791968941
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414208688431006
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664447487881472
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
