,BTC,XRP,ETH,EOS,BCH,LTC,TRX,XLM,BSV,ADA,BNB,XMR,MIOTA,DASH,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0.082004160476512,0,0,0,0,0,0,0.138922570825951,0.00804485169716398,0.0682317515705374,0.154456379045813,0,0,0,0,0
XRP,0,0,0,0,0.0619572480788458,0,0,0,0,0,0,0.0101232844296947,0.0405529354905486,0.0937236458323455,0.177514976425381,0,0,0,0,0
ETH,0,0,0,0.202754298985991,0.109653225460196,0,0,0,0,0,0,0,0,0.00414070359242555,0.245020716308279,0,0,0,0,0
EOS,0,0,0,0,0.000000000000000000216840434497101,0,0,0,0,0.333056010535173,0,0,0,0.148631745778908,0.186397280876609,0,0,0,0,0
BCH,0,0,0,0.354249684660217,0,0,0.0914147797520822,0,0.362227384637736,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.175704705782684,0.00225174606625006,0,0,0,0.0202176499483694,0,0,0,0,0.0226353582243162,0.419653860189705,0,0,0,0,0
TRX,0,0,0,0,0.102270261221677,0,0,0,0,0.1120263016609,0.109422468095102,0,0.0423495410544604,0,0.266829970682013,0,0,0,0,0
XLM,0,0,0.063198556031989,0.253216106608305,0.102190889051805,0,0,0,0,0,0,0.003459206023796,0,0.0968868782682347,0.0859278927680092,0,0,0,0,0
BSV,0,0,0.0820896626033398,0,0.552748861486783,0,0,0,0,0,0,0,0,0.0429167952574584,0,0,0,0,0,0
ADA,0,0,0.139790269671787,0.32603627203067,0.0632673353751641,0,0.0441435723866501,0,0.00995227789517992,0,0,0,0.00376332744028958,0,0.154444758376449,0,0,0,0,0
BNB,0,0,0,0.114650861628299,0.0326833634134189,0,0.102602394944136,0,0,0,0,0,0,0.000000000000000000433680868994202,0.176164600823479,0,0,0,0,0
XMR,0,0,0,0.0418248534855502,0.202950393561245,0,0,0,0.00634034277908305,0,0,0,0,0.254794868817886,0.17722449696788,0,0,0,0,0
MIOTA,0,0,0,0.108041719163634,0,0,0,0,0,0,0,0,0,0.39106263933786,0,0,0,0,0,0
DASH,0,0,0,0.185680348121083,0.108173731790228,0,0,0,0,0,0,0.163611883458473,0,0,0.171203367754415,0,0,0,0,0
NEO,0,0,0.403038649912191,0.221046406230577,0,0.0488064951718471,0,0,0,0,0,0.184761601671579,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172156439133758
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0033277469508842
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141599795880272
VIX.INDEX,0,0,0,0,0,0,0.00000730976230353737,0,0,0,0,0,0,-0.00000184941404078419,0,-0.293195343675143,0,0,-2.6768618589133,0
