,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.160643971977899,0.00300258722420006,0,0,0,0.0462428027299055,0,0.00558906685815509,0,0,0,0,-0.00994237838849726
XRP,0,0,0.132163774258958,-0.0416294618953487,0,0,0,0,0,0,0,0,0,0,0
LTC,0.227135774235719,0,0,0.0147073966721415,0,0.266561832311108,0,0,0,0.0762664116539256,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0.0632388080655854,0.0287614849307075,0,0.0459852111292215,0.114182827405663,0,0,0.0313011661726939,0,0,0,0,0
DOGE,0,0.0488807036558784,0.370348120157314,0.0122232762642189,0.057485789772803,0,0,0.0666284480592424,-0.00121491087601457,0,0,0,0,0,0
XLM,0,0,0.20544951369818,-0.0234917195335359,0,0,0,0.00896862741946101,0.0704509336308731,0,0,0,0,0,0
XMR,1.00857255967769,0,0,0.0142146605815985,0,0,0.0231914466393239,0,0,0,0,0,0,0,0
XEM,0.920745001573491,0.117016789885151,0,0.0148805084829782,-0.406222924578427,0,0.220500367056108,0,0,0.160858232945892,0,0,0,0,-0.0227831171505617
DGB,0,0,0.441368099767417,0.0370604521273181,0,0,0,0,0,0,0,0,0,0,-0.101746454395758
BV010082.INDEX,0,0,0,-0.00366837546136715,0,0,0,0,0.012353095081717,0,0,0,0,0,-0.0405648758275257
CVIX.INDEX,0,0,0,0,0,0,0,0,0.000000672305478482925,0,0,0,0,0,0.0331108610033681
DXY.INDEX,0,0,0,0,0,0,0,0,0.00123267944366479,0,0,0,0,0,-0.0161323082181501
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.081105592721919
VIX.INDEX,0,-0.0000198920867361128,0,0.0000166563282422137,0,0,0,0,0,-0.0000112558655563476,0,0,0,-3.30961491210056,0
