,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.63854895644767,-0.00998572806283426,0.0211518157203292,0,0.0589818390139777,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.103649241010378,0,0,0,0,0.0328391827709195,0,0,0,0,0
LTC,0.444395738523702,0,0,0,0.0133187924959359,0,0,0.000974835800273078,0,0.0030998473953028,0,0,0,0,0
DOGE,0,0.0618415346989068,0,0.369345221190163,0,0,0.179503355048152,0,0,0.00340195701293374,0,0,0,0,0.0305379650357429
DASH,0,-0.196189987781238,0,0,0,0,0,0,0,0.182467698300636,0,0,0,0,0
XLM,0,0,0.0922686200514393,0,0.157472309303059,0,0,0,0.074481486508978,0.122666318907524,0,0,0,0,0
XMR,0.235432398004705,0,0,0,0,-0.110943451797727,0.208246111131902,0,0.0449333853545392,0,0,0,0,0,0
XEM,0,-0.106719254172297,0,0.378415881046972,0.0618221603662923,0.225012936627319,0,0.173473773402081,0,0.158499141061072,0,0,0,0,0
DGB,0.372240523628972,0,0.452469744363079,0,0,0.0963944220821087,0.133477340962999,0,0.0193751051577585,0,0,0,0,0,0.152463956444554
BV010082.INDEX,0,0,0,0,-0.00011872637983903,0,0,0,0,0,0,0,0,0,-0.0383758628660705
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0.00000146964793659721,0,0,0,0,0.0525817905035002
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.000000856547949536978,0,0,0,0,-0.123845681259413
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
