,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0376640976880356,0.000726224263793643,0.0503844341823067,0,0,0.00442195819702601,0,0.0190102869848146,0,0,0,0,0,0
ETH,-0.474721310057532,0,0,-0.157752017460056,0,-0.0476121438227111,0,0.329395510346055,0,0,0,0,0,0,0
XRP,0.151633166343288,0.0511075355891272,0,0,0.0661728336797817,0.0396648798965698,-0.0188943669475076,0,0.127253147092867,0.00815657039890613,0,0,0,0,0.00000000000000000173472347597681
LTC,0.41174874388805,-0.0181836950307051,0,0,0,0.00172982797952171,0.00391900319269913,-0.0139893055567989,0.0113091695873153,0,0,0,0,0,0.00640782473596015
DASH,0,0.13213564578545,0,-0.0619840115788857,0,0,-0.0519902861881526,0.115021838453533,0,-0.0568430737841849,0,0,0,0,0.107970539755871
DOGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0.0772013281110407,0,0,0,0,0
XMR,0,0.296777023413009,0,0,0.415110728835709,0,0,0,0,0.0471542470065602,0,0,0,0,0
XLM,0,0,0,0,0,0,0.114270447389067,0,0,0,0,0,0,0,0
DGB,0,0.0979890955885553,0,0,0,0,0.147211155768183,0.182110085594034,0,0,0,0,0,0,0
BV010082.INDEX,0,0.0203966127905185,0,0,0,0,-0.0099932836473547,0,0,0,0,0,0,0,-0.120083284514844
CVIX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000234121808841844,0,0,0,0,0.0696210252226449
DXY.INDEX,0,0,0,0.00368845452019134,-0.00966863187337407,0,-0.00142918028058484,0.00200727209449218,0.00129244934914821,0.00502689616530872,0,0.0492568171949792,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000581497905416868,0,0,0,0,-0.0547924859490987
VIX.INDEX,0,0,0,0,0,0,0,-0.00000300663145487014,0,-0.00000464364645639506,0,0.379148551911212,0,0,0
