,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0752643218586659,-0.0217966778100358,0,0,0.00508374180085259,0,-0.0132520545805238,0,-0.00324451050812565,0,0,0,0,0,0
ETH,0,0,0,0,0.0500416913069348,0.0148308711340969,0,0,0,0.0727532695259357,-0.0116596184798979,0,0,0,0,0,0,0.026070883763378
XRP,0,0,0,0,0,0,0,0,0,0.279761299183355,-0.0248391785915797,0,0,0,0,0,0,0
LTC,0.239539660925972,0,0,0,-0.0209760859984236,0,0,0,0,-0.00917520541214864,0.00354563921539336,0.00117677968638494,-0.0171537760527606,0,0,0,0,0
XMR,0,0.115851049433511,0,0,0,0,0,0.261255704600335,-0.404134047221924,0,-0.0960041586535569,-0.0442818260918701,0,0,0,0,0,0
ETC,0,0,0,0,0,0,0,0,0,0,0,-0.0173166071289081,0,0,0,0,0,0
DASH,-0.0356975621653169,0,0,0,0.0726831045403215,0,0,0.0249534633439247,0,0.0343498928485587,-0.0302405521557643,-0.0267104088565379,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0,0,0.0335384954889041,0,-0.0450448456281082,0,0,0.00742348073355923,0,0,0.00927304526958875,-0.00520925509678209,0,0,0,0,0,-0.0000000000000000000542101086242752
XLM,0,0,0.523496518706314,0,0.0580042634623096,0,0,0,0,0,0,-0.0146747103520356,0.0633723203343036,0,0.0704548701867422,0,0,0
NEO,0,0,0,0,-0.395082123134761,0,0,0.152550358855173,0,0,0,-0.0523937343344058,0,0,0,0,0,0
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.0588159441839807,0,0,0,0,0,0,0,0.0123510873146011,0,0,0,0,0,0,-0.0310091515354898
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0.000000353282093120367,-0.00000000772157389887532,0,0,0,0,0,0.101851905944302
DXY.INDEX,0,0,-0.000726371422221075,0,0,0,0,0.000489946173518154,0,0,0.000421707652063897,0.0000857219234574746,0.000493304603680933,0.0417911444126857,0,0,0,-0.00972029153486918
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,-0.0000000560915214831575,0.000000000000000000000000827180612553028,0,0,0,0,0,-0.0415980376244502
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
