,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.136579681220637,0.0134736349284954,0.0314543384716138,0.0486745388965375,0,0,0.0167963161631483,0,0,0,0,0.0141554092628313
XRP,0,0,0,0.1087956283045,0.308529508930616,0.261514318876253,0,-0.0502374656793268,0,0,0,0,0,-0.085411521425515
LTC,0.565905946506771,0,0,0.0339204234131226,0,0,0,0.0658396531180676,0,0,0,0,0,0.122344556858886
DOGE,0,0.0849410013866745,0.172121690177925,0,0,0.228080624561141,0,0.0961103615834271,0,0,0,0,0,0
DASH,0,0.130275620098889,0.0824623149254375,0.00821752177713279,0,0.0917476778041216,0.113883296608103,0,0,0,0,0,0,0
XLM,0,0.198547585722198,0.0621445422789275,0.237942683859571,0,0,0,0,0,0,0,0,0,0.0643122382941892
XMR,0.664846451980843,0,-0.111191669988127,-0.219799720468878,0.215190402191065,0,0,0,0.383440926633668,-0.47200272878265,0,0,0,-0.150965656214208
XEM,0,0,0.0967357477533195,0.194417327745557,0,0,0,0,0,0,0,0,0,0.18895392413817
DGB,0,0,0.0604572582513811,0.0504275944386471,0,0,0.0546133097013947,0.0451237169507706,0,0,0,0,0,0.119344482114244
BV010082.INDEX,0,0,-0.0189850030753631,0,0,0.00449557183936416,0,0,0,0,0.162180799348159,0,0,-0.00717165084496441
CVIX.INDEX,0,-0.0000143630000065017,0,0,0,0,0,0,0,0,0,0,0,0.0698089860141261
DXY.INDEX,0,0,0,0,0,0,0,0.00000000878157392757088,0,0,0.0181993096534879,0,0,-0.0145481386937072
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685997894472933
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
