,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0867048968440042,0.133655645436485,0.0361988318188887,0,0,0,0.104929842104027,0,0,0,0,0
XRP,0,0,0.0358776886572475,0,0.181505414784958,0.17125633617426,-0.104285174835003,0.0176484029359965,0,0,0,0,0,-0.0444226999757656
LTC,0,0,0,0,0.136977202757429,0,0,0.0776371681218758,0,0,0,0,0,0.127029432683339
DASH,0,0.132295362444337,0.0652551869332809,0,0.161738070816862,0.0482144614217606,0,0,0,0,0,0,0,0
DOGE,0,0,0.128867752861105,0.335240347890719,0,0.219498198006139,0,0.0495111835026958,0,0,0,0,0,0
XLM,0,0.184492265561563,0,0,0.294496171545598,0,0,0,0,0,0,0,0,0
XMR,0,0,-0.0503624978006864,0,0,0.0710759184651777,0,0,0.296690329532652,0,0,0,0,0
XEM,0,0,0,0,0.217471994883809,0,0,0,0,0,0,0,0,0
DGB,0.131430366660827,0,0,0.0246469081528844,0.0553295731226251,0,0.365690584443718,0.0718363948584143,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.00151151459037839,0,0,0,0,0,0,0,0,0,0,-0.0477710487712769
CVIX.INDEX,0,0,0.00873064608865754,-0.00752934947452885,0,0,0,0.0181753330424534,0,0,0,0,0,0.0829526423110065
DXY.INDEX,0,0,-0.0000000148403939956766,0,0,0,0,0,0,0,0,0,0,-0.0146967853414421
SPX.INDEX,0,0,0,0,0.000000415943594576561,0,0,0,0,0,0,0,0,-0.0699968136483508
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
