,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.421343628402547,0.0403901847276203,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0567460008364783,0,0.177568308886049,0,0,0.144565966326192,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.61611141568485,0,0,0,0.00231829525838222,0,0,0,0,0,0,0,0,0,-0.0132910375330986
XEM,0.478308340221898,0.0284310501788229,0,0,0,0,0,0,0.545376379050566,0.0955519588315686,0,0,0,0,0
DASH,0.10974920841086,0.0560564002873896,0.0881236558923116,0.0933209888156329,-0.0387328148758405,0,0,0,0.0142288540232798,0.0534435196520889,0,0,0,0,0
DOGE,0.278435240874277,0,0,0,0.024829795858951,0,0,0,0,0,0,0,0,0,0.0285583673329814
XMR,0.29296290577779,0,0,0,0,0,0.108650397511052,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.196148231533634,0,0,0,0,0,0,0,0,0,0
DGB,0,0.15175543478124,0,0,0.070500486675614,0.182586376527654,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0852413651802552
CVIX.INDEX,0,-0.00000516821110620508,0,0,0,0,0,0,0,-0.00000554412729152466,0,0,0,0,0.231254690520969
DXY.INDEX,0,0,0,0,0.0000000635567785674803,0,0,0,0,0,0,0.0326960766433203,0,0,0
SPX.INDEX,0,0,0,0,-0.00000097900285292949,0,0,0,0,0,0,0,0,0,-0.0648297917644397
VIX.INDEX,0,0.00223966499968793,0,0,0,0,0,0,0.0236728103244232,0.0197678068495785,0,0.612851152196588,0,0,0
