,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0306270722572089,0.117799113981653,0.0339955659176357,0.0660621464004923,0,0.0251007479795251,0,0.0458046644408921,0,0,0,0,-0.0174978541882216
XRP,0,0,0,0,0.104261460198867,0,0,0.0131174665016707,0,0,0,0,0,-0.0286834196422914
LTC,0.0510978617432468,0,0,0.0597180146931646,0,0,0,0,0.039490177869564,0,0,0,0,0
DOGE,0.388482796160621,0,0.0686094726926438,0,0.260885524370402,0.0737965997732423,0.0390102712107628,0.0726940752701671,0,0,0,0,0,0
XLM,0.151359417959567,0.124470057257418,0.0902186981841036,0.21815554617185,0,0.109436457891268,0,-0.0730996013156209,0.0444928897602818,0,0,0,0,0
DASH,0,0.0516034336647078,0,0.0467712094175226,0.196593530437527,0,0,-0.0812036900422473,0,0,0,0,0,-0.042166846670578
XMR,0.667213076629435,0,0,0,0,-0.00000000000000000346944695195361,0,-0.231680841413374,0.106564890229577,0,-0.42388533772017,0,0,-0.0256552790498394
XEM,0,0,0.129519486315675,0.274858552530039,0,0,0,0,0,0,0,0,0,0.161252548079469
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0.032629453690117,-0.00152575050111717,0,0,0,0,0,0.152166733117109,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00000000232644607570146,0.0000000304553931563162,0,0,0,0,-0.0000000087648756006766,0,0.0816477584626104,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0699948410945432
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
