,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0868103523049045,0.142259900508869,0.0290165854338422,0,0,0,0.0809035505666488,0,0,0,0,0
XRP,0,0,0.0372769650200391,0,0.242994704493057,0.104440828971241,-0.135379864963003,0,0,0,0,0,0,-0.00715939793025837
LTC,0,0,0,0,0.278058429242841,0,0,0.198303992987107,0,0,0,0,0,0.285361758218544
DASH,0.103223485198303,0.0762485816570406,0.0216054929129839,0,0.294111566016796,0,0,0.00000000000000000010842021724855,0,0,0,0,0,0
DOGE,0,0,0.127322026757674,0.353564367867701,0,0.090471674385715,0,0,0,0,0,0,0,0
XLM,0,0.253844804196408,0,0,0.307797748081622,0,0,0,0.0261445518054647,0,0,0,0,0
XMR,0.536242453775377,0,-0.0136111814379952,0,0,0,0,-0.0288320393733829,0.156895374477486,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0.0883008986501519,0,0.255891370461728,0.0294141246691623,0,0,0,0,0,0.0340653395299084
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708886768177092
CVIX.INDEX,0,0,0.00000326672378847382,0,0,0,0,0,0,0,0,0,0,0.0591876386841704
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018746939930146
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664460055571214
VIX.INDEX,0,0,0.000630926554037292,0,0,0,0,0.00122337298870877,0.000275203300398267,-1.17431503274722,0,0,-2.45348735171354,0
