,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0939395272806,0.0356032132891501,0.0758299146796431,0.0361466535590273,0,0.0051721094364034,0,0.0670728788628993,0,0,0,0,0.0267711995398872
XRP,0,0,0,-0.0340476572442014,-0.155332536667836,0.309564955661662,0,-0.0223049511432017,0,0.0399909252841988,0,-0.284442803327083,0,0,-0.034631838122099
LTC,0,0,0,0.0384892862541205,0,0.480067184037352,0,0,0.219040398924486,0,0,0,0,0,0.209180781588527
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0.288059095959509,0,0.0738530391428338,0.0163852719024761,0,0.106253526509686,0,0,0,0,0,0,0,0,0
DOGE,0,0.0778452005244895,0.209488223479532,0.0186533012791118,0.22454567132947,0,0,0,0.0284945994981649,0.0055934441407496,0,0,0,0,0
XLM,0,0.0353841507636944,0,-0.0200403452344972,0,0.237099648459162,0,0.0814555173307421,0,0.0810729695546274,0,0,0,0,0
XMR,0.812033171465524,0,-0.0594972429941714,0.0325358169387542,-0.152752936482614,0,0.0339177287456749,0,-0.014911838476826,0.189425740283131,0,0,0,0,0.00687133871624841
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0.0382363274272307,0.0467338275240756,0,0.112557781783348,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,-0.00829152917148428,0,0,0,0,0,0,0,0,0,0,-0.0662707156891949
CVIX.INDEX,0,0,0,0.016304044595979,0,0,0,0,0,0.00000108235091252502,0,0,0,0,0.0741938148098778
DXY.INDEX,0,0,0,0.00252533252601329,0,0,0,0,0.0000029756280703076,0,0,0,0,0,-0.0187466063915299
SPX.INDEX,0,0,0,0.0011423781226122,0,0,0,0,0,0,0,0,0,0,-0.0664466448222941
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
