,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.023118349970113,0,0.0668545435251438,0,0,0,0.00759094070541218,0.025890544012616,0,0,0,0,0,0
ETH,0,0,0,-0.581350448957569,0,-0.0427138865851381,0.307320027108233,0,0,-0.0513904076694857,0,0,0,0,0.147127436740125
XRP,0,0,0,0,0.00928314652634214,0,0,0,0.0501409974294825,0.019166389996104,0,0,0,0,0
LTC,0.343357266569591,-0.0133193498027851,0,0,0,0.00937217789596384,0,0.00141094004424766,0.0066577312551064,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0,0,0,0,0,0,0,0,0,0.0417438992906795,0,0,0,0,0.0334610991697592
XMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0.213707428659726,0,0,0,0,0
XLM,0,0,0,0,0,0,0.0638642283583284,0.157603443456077,0,0.0154265952491907,0,0,0,0,0.135562771704693
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0.000545865857176916,0.0300893549012627,0,0,0,0,-0.000823245629398354,0,-0.0292944612541344,0,0,0,0,-0.151649633915247
CVIX.INDEX,0,0,0,0,0.00000986801319295631,0,0,0,0.00000404484347698654,0.000000778174491412861,0,0,0,0,0.192244077164208
DXY.INDEX,0,-0.00000152512716726427,0,0,0,0,0,0,-0.00000282201728051997,0.00000190030466332745,0.0653846094127948,0,0,0,0.0168946460320759
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479887861708158
VIX.INDEX,0,0.00299876687789912,0,0,0,0,0.000879056677455709,-0.00241633275785016,0.00964702427671855,0.00272332283583895,0,0.354339810574044,0,-2.12700269829082,0
