,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0506753655464724,0.168975892847409,0.0145876110678674,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,-0.0270536338066601,0,0,0,0.049412096547132,0.455970494656886,0,0.18002685421151,0,0,0,0,0
LTC,0.505094441568716,-0.0205254416397431,0,-0.000000000000000000867361737988404,-0.046605904899998,0,-0.00981738041928884,0,0,0,0,0,0,0,-0.00355944338478646
XRP,0,0,0.0362476360693205,0,0,0,0.104629380380147,0.00216701102911537,0.0875661029440445,-0.0452658017329548,0,0,0,0,0
DASH,0,0,-0.11165936214114,-0.0184062689403794,0,0,0.0807186680110417,0.134763729193838,0,0,0,-0.0204480077347121,0,0,0.120259321860952
DOGE,0.281225879301904,0.00317019708134023,0,0,0,0,0,0,0,-0.0201247403853073,0,0,0,0,0
XEM,0,0,0,0.177292234496536,0.1317675282555,0,0,0,0,0,0,0,0,0,0
XMR,0,0.334582436232015,0,0,0,0,0,0,0.206233361731727,0,0,0,0,0,-0.113003509147341
XLM,0.167335743193632,0.00418288665510012,0,0,0,0.0920307616356343,0.0682099505622846,0.0731199988157825,0,0.0599252543581024,0,0.282708425132144,0,0,0
DGB,-0.168632209890654,0.18208629662596,0,0,0,0,0.161451598427991,0.12981344809355,0,0,0,0,0,0,-0.0214924417838159
BV010082.INDEX,0,0.00521601165553114,0,0,0,0,0,0,0,0,0,0,0,0,-0.0955901335684459
CVIX.INDEX,0,0,0,0,0,0,0,-0.00000199788342541207,0,0,0,0,0,0,0.0476364362339978
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878953064034607
VIX.INDEX,0,0,0,0,0,0,0,0,0,-0.0000106969148060828,0,0.530355965963756,0,0,0
