,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0.0530256753337033,0.210215853706774,0.535545725897149,0,0.0256035530155688,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0.426366527286865,0,0,0,-0.146797216373745,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.0867181594835058,0,0,0,0,0,0,0,0,0
XEM,0,0,0,-0.0455995896656222,0,0.0761081532906834,0,0,0,-0.111800805905754,0,0,0.253723784119578,0,0,0,0,0
DASH,0,0,-0.113974290973161,0.0444223296347457,0.0502736689452566,0,-0.164197001630447,0.124762160886567,0.0799875049719797,0,0.0789550154080834,0.116751890664158,0,0,0,0,0,0.0296979802732088
ETC,0,0.376661620800082,-0.0252865340519788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.348812914013633,0,0,0.0560516899878107,0,0,0,-0.000000000000000000433680868994202,0,0.0213192255634729,0,0.0211624559791419,0,0,0,0,0
XLM,0,0,0.356265775742153,0.0689161395605846,0,0,0,0,0,0.225341129211734,0,0,0.091837197349744,0,0,0,0,0
DOGE,0,0.0363901205081815,0.193294642566942,0.0929027617652876,0,0,0,0,0.115164301008783,0,0,0,0.0957752458237957,0,0,0,0,0
ZEC,0,0.0685544743755294,0.0119273525937092,0,0.139538725052661,0.046167373403989,-0.00000000000000000693889390390723,0.127275525913274,0,0.122691105729645,0,0.0991104990931007,0,0,0,0,0,0
NEO,-0.0957330281291983,0,0,-0.0578924954446517,-0.0245019607898739,0,0,0,0,0.0430972169959142,0.352892278199977,0,0,0,0,0,0,0
DGB,0,0,-0.197789293846997,0,0.196637031272981,0,0,0,0.344963783362988,0.185401676602139,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0.00274354442564557,0,-0.00057584270151991,0,0.00667360018305424,0,0,0,0,0,0,0,0,-0.0795195920587653
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0.0000000355742450203622,0,0,-0.000000581951459794995,0,0,0,0,0,-0.0204752078297402
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
