,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0157685060154527,0.0460549059325374,0.00471416989101279,0,0.108258178661551,0,0,0,0.00419427402747438,0,0.0237046530590325,0.144401722019257,0,0,0,0,0,0
ETH,0,0,0.140783967468723,0.11553824151676,0.00660049581626206,0,0,0,0.041495713721036,0,0,0,0.00984049779987414,0.00000000000000000173472347597681,0,0,0,0,0,0
XRP,0,0,0,0,0.022157735934242,0,0.0745066132755434,0.0972438885263553,0.102106890660497,0,0.00170826772765806,0,0,0.213416184887009,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0.0417688837979077,0.0354868288874027,0.151247638507475,0.00399509014405729,0,0,0.254453935329312,0.00859382193701139,0.165865349753824,0,0,0,0,0
EOS,0,0,0.235880781463414,0,0,0,0.143563905805401,0,0,0.202394093401446,0,0,0,0,0,0,0,0,0,-0.0719667734716163
LTC,0,0,0.10303719637215,0.12764983823325,0,0,0.0224517139583867,0.0895494856841746,0.0539586881195853,0,0,0,0,0.0404716968551609,0,0,0,0,0,0
ADA,0,0,0.229625436841999,0,0.062283286850702,0,0,0.315478792130961,0,0,0,0,0,0.0629071849980805,0,0,0,0,0,0
XLM,0,0,0.0798233706176431,0,0.0120847147514936,0,0.280192115323413,0,0,0.00000000000000000173472347597681,0.258802432174239,0,0,0.14339624467124,0,0,0,0,0,0
MIOTA,0,0,0,0.19429699477766,0,0,0.15846481015778,0,0,0,0.139683844209566,0,0.132093318270825,0.0953384777873071,0,0,0,0,0,0
TRX,0,0,0,0.00939500017028901,0.170189805217799,0,0,0.3146756267915,0.048975637429276,0,0,0,0,0.133943186400575,0,0,0,0,0,-0.0000000000000000000271050543121376
NEO,0,0,0,0,0.0294052604413458,0,0.0591043393130846,0.0986490979693337,0.269116899263978,0.00771798081407027,0,0,0,0.0171645482970282,0.125321351430598,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0.133273436193415,0,0,0.0653405315388269,0,0.203167656303251,0.115719067838482,0,0,0,0,0,0
DASH,0,0,0,0.223226628424758,0.00349535007112578,0,0,0,0.273130970038353,0.0233037985056973,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0.089756692219249,0,0,0,0.0138470576212857,0.23020307022519,0.22437938029683,0.0106083950541623,0.00850406946513695,0,0,0,0.0644812767291694,0,0,0,0,0
ETC,0,0,0,0.0563760069675974,0.0352083354294893,0,0,0.05393883894812,0.1184068313617,0.0135990683565481,0.11767663279832,-0.00000000000000000346944695195361,0.029261283772067,0.161763715933006,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0.02186095616318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0444791432674625
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.00000065371024531151,0,0,0,0,0,0,0,0,0,0,0,0,-0.100857844664685
VIX.INDEX,0,0,0,0,-0.0242516265357307,0,0,-0.0046041635769253,0.00943946434806802,0,0.00346391873438093,0,0,-0.00589754355575623,0,0,0,0,-2.98054349976209,0
