,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,DASH,MIOTA,TRX,NEO,ETC,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0374729964470984,0.0591446098096565,0,0,0,0.0153502323278441,0.00373148059901404,0.0831532605372536,0.0405924070762082,0,0,0,0,0,0,0,0
ETH,0,0,0.163148183448535,0,0,0,0,0.0324820545057029,0,0,0.0470237822024868,0.189011202009928,0,0,0,0,0,0,0,0
XRP,0,0.0756912411617113,0,0,0.0386327431526432,0,0,0,0,0,0.25654369316946,0,0.0905452929655574,0,0,0,0,0,0,0
BCH,0,0,0.0911692352928385,0,0.171553612759433,0,0,0.0355360884851155,0,0,0,0.217884839330126,0.0374521606177715,0,0,0,0,0,0,0
EOS,0,0,0.12287044814059,0,0,0,0,0.0530587844238458,0,0,0.000000000000000000867361737988404,0.155401317362014,0.22104430306281,0,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.174280469834101,0,0,0,0,0.168069395489299,0,0,0,0,0,0,0
LTC,0,0,0,0.0407795825460833,0,0,0,0.149746505097419,0,0,0.129813709116909,0,0.0315143212769816,0,0,0,0,0,0,0
ADA,0,0,0.11029127605844,0,0.192319431570152,0,0,0,0,0.02398353837832,0,0.195702227467143,0.189587000839511,0,0,0,0,0,0,0
XMR,0,0.0821032894040702,0.121055050794228,0,0,0,0,0.000186460871785539,0,0.136444620032492,0.0848628178053875,0,0.123684908835545,0,0,0,0,0,0,0
DASH,0,0,0.0296248819278594,0,0,0,0,0,0,0,0.0582873104233883,0.0353528381963474,0.335233100922083,0,0,0,0,0,0,0
MIOTA,0,0,0.0213679620042581,0,0,0,0,0,0,0,0,0.274299541280456,0.574970424134255,0,0,0,0,0,0,0
TRX,0,0,0.0534334625455013,0,0.140908180646343,0,0,0.17718204920557,0,0,0.148738748795714,0,0.193612714429158,0,0,0,0,0,0,0
NEO,0,0,0.0619319079834832,0,0.154297433546669,0,0,0,0,0,0.295545372794725,0.112986224635154,0,0,0,0,0,0,0,0
ETC,0,0.176285513970005,0.00785037999304704,0,0.118828474306665,0,0,0,0,0,0.211866733869903,0,0,0,0,0,0,0,0,0
BNB,0,0.0582741343957555,0,0,0.216432661831554,0,0,0,0,0,0,0,0.197622295720607,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0256551593136931,-0.0238850863529345,0,0,0,0,-0.0148141468457168,0,0,0,0,0,0,0,0,0,0,-0.0418710612542611
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00400325297577973,0,0,0,0,0,0,0.00100046834437399,0,0,0,0,0,0,0.0382292230089016,0,0,-0.00294257292579556
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460498637125413
VIX.INDEX,0,0,-0.0000262367662365226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400355985588893,0,0,0
