,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0734151898860183,0.0317778933784933,0.0861648449534892,0.0112382741143892,0,0.127227631803798,0,0.0229780142042373,0,0,0,0,0
XRP,0,0,0.0397481727025624,-0.0362443263683286,0,0,0.110033165039709,0,0.0447399857016998,0,0,-0.117896647344281,0,0,-0.0252394118393482
LTC,0.200338824309626,0,0,0.0213507264731971,0,0.649089033708432,0,0,0.056782023181273,0.0400303841806223,0,0,0,0,0.054905357183553
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0.0964054456296727,0,0.0103703737950648,0.0194109226978038,0,0.334500897410349,0,0,0,0.0340758579276736,0,0,0,0,0
DOGE,0,0,0.132267903303089,0.0155095940044411,0.360495739103708,0,0,0,0.0055159151356075,0,0,0,0,0,0
XLM,0,0,-0.0165721961606532,-0.0274590584276597,0,0.194150632628099,0,0.0625540532994147,0.0593534283026499,0.182534586019979,0,0,0,0,-0.0301749706215216
XMR,0.962680781610237,0,0,0.0156089410964669,0,0,0,0,0,0.0867884162557412,0,0,0,0,0
XEM,0.913844631395023,0.734360971867937,-0.0611310141125721,0.0429277024203469,0,-0.38435859404397,0.0425457854304549,0,0,-0.0981051445883428,0,0.291711724545128,0,0,-0.021141352318082
DGB,0.735944990393837,0,0.0100407755233585,0.00986531970291496,0,0,0.11668520116548,0,0.0425403063856314,0,0,0,0,0,-0.0540817547286175
BV010082.INDEX,0,0,0,-0.00623999636436871,0,0,0,0,0,0,0,0,0,0,-0.0550922946001187
CVIX.INDEX,0,0,0,0.0121101001582551,0,0,0,0,0,0,0,0,0,0,0.0792159709794673
DXY.INDEX,0,0,-0.00155408455263317,0.00346661434496695,0,0,0,0,0.00158647859251956,0,0.0311383085642624,0,0,0,-0.0258658810791665
SPX.INDEX,0,0,0,0.000943499120989177,0,0,0,0,0,0,0,0,0,0,-0.0774118291744103
VIX.INDEX,0,0,0,0.0000144182353663078,0,0,0,0,0,-0.0000297839032533308,0,0,0,-4.49863729619744,0
