,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.00128862729022836,0.0295263695977445,0.0990401649968413,0,0,0,0.00309654858065444,0,0.0684245003882033,0.0142846450429877,0,0,0,0,0,0,0,0
ETH,0,0,0.132812104006059,0.0118385792855831,0,0,0,0.0433789070426778,0,0.220785528417287,0.0963248077235931,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.0984678588356194,0,0,0,0,0,0.261351761231551,0,0,0.0805908916562265,0,0,0,0,0,0
BCH,0,0,0.0415314800518232,0,0.137932787953903,0,0,0.0182917392716821,0,0.0756264933779931,0.164813430140947,0,0,0.0258994210025506,0,0,0,0,0,0
EOS,0,0,0.108867793748468,0,0,0,0,0,0,0,0.334984048368046,0,0,0.0967053736357913,0,0,0,0,0,0
XLM,0,0,0.178658875347956,0,0,0,0,0.30898738993506,0,0.0794740260245331,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0.0182389630445696,0.033534723245332,0.0552812722674638,0,0,0.131104604081044,0,0,0.130136986685914,0,0,0.0958609982930745,0,0,0,0,0,0
ADA,0,0,0.161938240861203,0,0.0995947945449862,0,0,0,0,0.1713877353178,0.0131933003197807,0,0,0.140288908531017,0,0,0,0,0,0
XMR,0,0,0.137538261200891,0,0,0,0,0,0,0,0.135422174331343,0,0,0.130967816338426,0,0,0,0,0,0
TRX,0,0.102631463881976,0,0,0.0772544567460358,0,0,0.283994117205101,0,0,0.215578629823082,0,0,0.0860823872099075,0,0,0,0,0,0
MIOTA,0,0,0.0213679620042579,0,0,0,0,0,0,0.274299541280456,0,0,0,0.574970424134256,0,0,0,0,0,0
DASH,0,0,0.0652235296709127,0,0.128904960563432,0,0,0,0,0,0.0862025289937956,0,0,0.134159720367704,0,0,0,0,0,0
BNB,0,0,0.0296294615620408,0,0,0,0,0,0,0.0063689203172492,0.113161587790529,0.042893287317937,0,0.182309916994146,0,0,0,0,0,0
NEO,0,0,0.0574585334512923,0,0,0,0,0,0,0.0392972815578784,0.464212493510021,0,0,0,0,0,0,0,0,0
ETC,0,0.0423623139384927,0.0838232727560623,0,0,0,0,0,0,0,0.153687917864952,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0437520960511444,0,0,-0.0764017239199086,0,0,-0.0125865633907494,0,0,0,0,0,0,0,0,0,0,-0.0469224660675996
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00365346787293819,0,0,0,0,0,0,0,0,0.000742682014354427,0,0,0,0,0.0397858374179221,0,0,-0.00319678732484988
SPX.INDEX,0,0,-0.0000000551201396047224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446067244025979
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
