,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0551638056707107,0,0,0.0287823839805215,0,0.235700286404591,0.0464483055385518,0,0.015772662321085,0.125398321989062,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.14390881417879,0,0.0114645704222644,0.0154476063575648,0.0092476109800957,0.103388854756957,0,0,0,0.0193437967509939,0,0,0,0,0,0
XRP,0,0,0,0,0.0506215854311046,0,0.103302532461228,0.0086499216238571,0.303057053932455,0,0,0,0,0.0910342070034639,0,0,0,0,0,0.0378864797939962
BCH,0,0,0,0,0,0,0,0.153399272670221,0,0,0.262288290146799,0,0,0.0130539656055244,0,0,0,0,0,0
LTC,0,0.0986731887370448,0.0512863669260816,0,0,0,0.0748554204031169,0.07323604583187,0,0,0.66749137223978,0,0,0,0.00916476274988725,0,0,0,0,0
DASH,0,0,0,0,0,0,0.159863778644804,0.00751921341780163,0,0.0663014200453307,0,0,0.154436657515402,0,0,0,0,0,0,0
XEM,0.0807520659548636,0.233060320207745,0,0.080094846960485,0,0,0,0,0,0.118607466924305,0,0,0,0.122552228901649,0,0,0,0,0,0
NEO,0,0.43276404571836,0,0.237025877952189,0,0,0.0469101835832625,0,0,0,0,0,0,0.0664353590779106,0.0358255286815588,0,0,0,0,0
XMR,0,0,0.0907506370087845,0.00565327712675519,0,0,0.131723210861666,0.0148841184072587,0,0,0,0,0.252608241568408,0.015533113363467,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0.168878671950556,0.19856040597535,0.0429170646163582,0,0,0,0,0.10552561110822,0.0472726993516997,0.217825169151163,0,0,0,0,0
ETC,0,0,0,0,0.334571604532501,0,0,0,0,0.0615507466241118,0,0,0.017130925394498,0.00894905434096802,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0,0,0,0.192965159204847,0.108937664285673,0.0204105195416527,0.105753278374217,0.0612208610309172,0,0,0,0,0.119778062477182,0,0,0,0,0
XLM,0,0,0.407317648170591,0.021848795378598,0,0,0,0.0324407823543771,0.116031214981445,0.126535027840218,0.293802407557166,0,0.105359745011966,0,0,0,0,0,0,0
EOS,0,0,0,0,0.147961240931305,0,0,0.139124235446312,0,0.0338063911851052,-0.000000000000000000433680868994202,0,0.0945353653175657,0,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.0162537911242346,0,-0.00419136489567983,0.00470892663559775,-0.0106428255221519,0.00784107472036752,0.00939730282301929,0,-0.0106679381451932,-0.000283433432099868,0,-0.00131350719456197,0.041415744058352,0,0,0,0,-0.0320148344679198
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,-0.00633913621171215,0,0,-0.000478616308422349,0,0,0,0,0,0.00189392174141635,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,-0.00000621630901419153,0,0,0,0,0,0,0,0,0,0,-0.0309406324900172
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
