,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.40714606935844,0.0476978886604382,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.101623367869936,0,0.221329466317182,0,0,0.141494288731412,0,-0.0716209614472201,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.658036881845297,0,0,0,0.00180319640329629,0,0,0,0,0,0,0,0,0,0
XEM,0.358071231628121,0.0578726607159925,0,0,0,0,0,0,0.599266988464791,0.0637689785959926,0,0,0,0,0
DASH,0.078535076154246,0.0681670779370512,0,0.102733153893321,0,0,0,0,0,0.0251570508318731,0,0,0,0,0
DOGE,0.295737379714141,0,0,0.0686691104691881,0.0191666237352667,0,0,0,0,0.0163490334422637,0,0,0,0,0.0362216598486698
XMR,0.50901668986938,0,0,0,-0.021817422704834,0,0.147551118244492,0,0,0,0,0,0,0,-0.0459090151938386
XLM,0,0,0,0.0779788728568952,0.173213597646134,0,0.0650656586537807,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0.0839900328026381,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0.00000000000000000954097911787244,0,0,0,0,0,-0.0883028075008988
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123578926098695
DXY.INDEX,0,0,0,0,0.000000230695768191097,0,-0.000000312207303020569,0,0,0,0,0.0326960908125268,0,0,0
SPX.INDEX,0,0,0,0,-0.00000221075279712909,0,0,0,0,0,0,0,0,0,-0.0648328565626466
VIX.INDEX,0,0,0,0,0.000000567895186034722,0,0,0,0.00000217121335980518,0,0,0.575969616580008,0,0,0
