,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0690380635002674,0.0526044544183943,0,0.0704977509781461,0.0695006402741173,0,0.00484675628033639,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.03939878677103,0,0,0,0,0,0
LTC,0.39316593912659,0,0,0,0,0,0,0.0118774817826206,0.0304236271143066,0,0,0,0,0
DASH,1.05245444786187,-0.0543417562288262,-0.480961079061103,0,0,0.253306915615198,-0.154053817368738,-0.0042069203310675,0.0118977918382902,0,0,0,0,0.0472857508609001
XLM,0,0.165022110534549,0,0.0658429701064424,0,0,0.126057262554818,-0.0472716360078216,0.0322484041472189,0,0,0,0,0
DOGE,0.293183190626329,0,0,0.0189177166561965,0,0,0.00542319529103761,0,0.0525555221223329,0,0,0,0,0
XMR,0.846393784467156,-0.0877408242650585,0,0,0.299888564082717,0,0,-0.170318469495814,0,0,0,0,0,-0.147269374045273
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0.605818545872029,0,0.455887757070251,0,0,0,0.00696650421944374,-0.0479124531925879,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,-0.0159579044093437,-0.0296673374473207,0,0,0,0,0,0.062076753658602
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,-0.0000000000000000000000264697796016969,0,0,0.00000149281273025561,0,0,0,0,0,0.0876331760788157,0,0,0.0169423738851578
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0819793397422821
VIX.INDEX,0,0,0.00000164562964061106,0,0.000000341445050765367,0,0,-0.000000145349023572486,0,0,0.000000000000000000433680868994202,0,-1.83567107572936,0
