,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.047281488901455,0.122434873230439,0.0134932049883698,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0830116615186795,0,0,0.470372883019554,0,0.165847038797379,0,0,0,0,0
LTC,0.381990313830421,-0.0328083030627445,0,0,0,0,-0.0133572181389431,0,0,0,0,0,0,0,-0.0079938584428388
XRP,0,0,0,0,0,0,0.108618321787922,0,0.0992163448913601,-0.0560874373685104,0,0,0,0,0
DASH,0,0,-0.224651498877779,0,0,0,0.0645402499406898,0.109492491437191,0,0,0,0,0,0,0.113524670991041
DOGE,0.27719433270724,0,0.0597773895985605,0.0121042815535766,0,0,-0.0364257737533079,0,0,0,0.0682687881976189,0,0,0,0.042169880930739
XEM,0,0,0,0.210042356224336,0,0,0,0,0,0.00749076207291013,0,0,0,0,-0.000000000000000000867361737988404
XMR,0,0.306290348395113,0,0,0,0,0,0,0.192353555834606,0.0308763364198151,0,0,0,0,-0.0900381642082145
XLM,0.0788306243515295,0,-0.00000000000000000346944695195361,0.0700789688883416,0,0,0,0.07378593786421,0,0.0692236752441223,0,0.31858844620288,0,0,-0.0000000000000000000135525271560688
DGB,-0.37924443683189,0.16213005040845,0,0,0,0,0.207372043399149,0.0948771310247182,0,0,0,0,0,0,-0.11753367472059
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107138743114075
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878958674889479
VIX.INDEX,0,0,0,0,0,0,0,0.0000000000000000000008470329472543,0,-0.0000123405464869863,0,0.575990057528126,0,0,0
