,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0769411282505622,0.106697591456605,0.0530323030810249,0.464742872853108,0,0.0688089419966821,0,0,0,0,0,0
XRP,0.267450146490519,0,0.0905631854001029,0,0,0.242136573695212,0,0.0174306931771244,0,0,0,0,0.032113458132807
LTC,0.510217596374843,0,0,0,0.0545631781392889,0,0.0271891286815718,0.0188374532567545,0,0,0,0,0.0286079799370141
DASH,0.635285056311768,0,0.0839948971088359,0,0,0,0,0,0,0,0,0,0
DOGE,0.478842908776184,0,0.1191071141517,0.0559745004425126,0,0,0,0.0135098380807071,0,0,0,0,0
XLM,0,0.758204346184522,0,0,0.14938146455122,0,0,0,0,0,0,0,-0.0508431983857934
XMR,0.49198489962685,0.109596856876797,0.043027650903507,0,0.326892298228291,-0.105997531144724,0,-0.0253370039636215,0,0,0,0,0.0544812318198951
DGB,0.635847715687208,0,0,0,0,0,0,0,0,0.251957553042016,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388274386833061
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0792620288759253
VIX.INDEX,0,0,0,0.000000000000000000000000827180612553028,0,-0.000000000000000000000000413590306276514,-0.00000000547704885820356,-0.00000000374649484049701,0,-0.000000012581313521468,0,-4.98510008623137,0
