,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.412725110905545,0,0,0.0180446593804126,0.0113391019647684,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0.192320663951287,0.130478108712039,0,-0.598902057919392,0,0,0,0,0,0
XRP,0.0381028740585544,0,0,0,0,0.0985160245592901,0,0,0,0.0271938609741985,0,0,0,0,0
LTC,0.467055783814833,-0.00241145646618608,0,0,0,0.0248216806373157,0,0.00117039072545028,0.0112126072194906,0.00191197211951196,0,0,0,0,0
DASH,0,-0.166240339989496,0,0,0,0,0.12325948310483,0,-0.328141209560806,0.209637595043625,0,0,0,0,0.162477964183255
DOGE,0,0.0739741654284271,0,0.608874726361605,0,0,0,-0.0530356505425147,0.213298759681308,0.00912275026696046,0,0,0,0,0
XMR,0.350026800383537,0.0817767748081466,0,0,0,0,0,-0.0565173123482798,0.132194156001744,0,0,0,0,0,0
XEM,0,-0.0832092562314066,0,0.531056792807697,0.251172086333466,0.0364019288838741,0,0,0.207071440015046,0.13746093800331,0,0,0,0,-0.155833568469415
XLM,0,0,0,0,-0.0532829513546604,0.183524038695071,0,0.136351896873517,0,0.0482958341477387,0,0,0,0,0.0695709013793888
DGB,0.272152554429862,0.0383055121450635,0.509202794326008,0,0.104866787100039,0,0,0.0628347367920171,0.0311363152862252,0,0,0,0,0,0.18554225596603
BV010082.INDEX,0,0,0,0,0,-0.000303626238224089,0,0,0,0.00597545537008116,0,0,0,0,-0.0445891523805475
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937271802156165
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,-0.000000204466786891479,0,0,0,0,0,0.000000617334791037367,0,0.0000000000000000000000264697796016969,0,0,0,0,-0.134206644921325
VIX.INDEX,0,0,0,0,0.00294943585690911,0.0127175865211286,0,-0.0013755203157396,0,0.0544912218905655,0,0,0,-2.57717871848409,0
