,BTC,ETH,XRP,BCH,LTC,EOS,BNB,BSV,XTZ,XLM,ADA,TRX,XMR,LEO,ATOM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0952550702546465,0,0.242203732531885,0.0895788315891761,0,0,0,0,0,0,0,0.0340118278212701,0,0,0,0,0
ETH,0,0,0,0.0819942223918706,0,0.266804573412985,0,0,0,0,0,0.0119293444995404,0,0,0.0372865763621266,0,0,0,0,0
XRP,0,0,0,0.12599263885544,0.0380685026331743,0.0531733362100991,0,0,0.0305116596626012,0,0,0.147147894200308,0,0,0.037809310599279,0,0,0,0,0
BCH,0,0.193133126718591,0,0,0.00000000000000000346944695195361,0,0,0.211489971385482,0,0,0,0.191958259433614,0,0,0.0295820298716649,0,0,0,0,0
LTC,0,0,0,0.078589146280307,0,0.514449287761509,0,0,0,0,0,0.0307251713136366,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0.27093062925554,0,0,0.0055238184138314,0,0,0,0.258335490912197,0,0,0.0833301725491334,0,0,0,0,0
BNB,0,0,0,0.135086636785795,0,0,0,0,0,0,0,0.143943864264379,0,0,0.0202389473344147,0,0,0,0,0
BSV,0,0,0,0.140600814667741,0.185970486447901,0.280976611825335,0,0,0,0.0119544706003791,0,0,0,0,0.0100928819807219,0,0,0,0,0
XTZ,0,0,0.23515340334008,0,0,0,0,0,0,0,0,0,0,0,0.234563133453267,0,0,0,0,0
XLM,0,0,0,0.00408003550645132,0,0.216521374698771,0,0,0,0,0,0.136957190138414,0,0,0.0532153054892531,0,0,0,0,0
ADA,0,0,0,0,0,0.363969630059212,0,0.0606201387702925,0,0,0,0.138698226796464,0,0,0,0,0,0,0,0
TRX,0,0,0,0.457494907342228,0,0.1869724229102,0.104130704233441,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.208762679219502,0,0,0.257414440398714,0,0,0.0901971310564327,0,0,0,0,0.0373423139933184,0,0,0.054911485029876,0,0,0,0,0
LEO,0.105258854065189,0,0,-0.0655894407408536,0.123440530481891,0,0,0,0.0154349069330842,0,0,0,0,0,-0.0153366795524658,-0.131252578571354,0,0,0,0
ATOM,0,0,0,0,0,0,0,0.149388379920454,0.231177179347943,0.367735574080203,0.0844463565550517,0.0280511179802311,0,0,0,0,0,0,0,-0.0535051499050367
BV010082.INDEX,0,0,0,0,0,0,0,0.00570878867304356,0,0,0,0,0,0,0,0,0,0,0,-0.0714700744000004
CVIX.INDEX,0,0,0.000000000000000000000211758236813575,0.00000514406803811646,0,0,0,0.00000129198778720332,0,0.00000184106940877216,0,0,0,0,0,-0.224600249717057,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0.000000621279883656939,0,0,0,0.000000939291953447889,-0.00000222026840772853,0,0,0.0381546718516199,0,0,0,-0.00276350923561719
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0505074952571232
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
