,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0257901654170836,0,0.0396953294498829,0,0,0,0.00635903121001182,0.0278709635055698,0,0,0,0,0,0
ETH,0,0,0,-0.570306309111221,0,0,0.299931939329978,0,0,-0.0527352230365773,0,0,0,0,0.140973978539054
XRP,0,0.00237416089111641,0,0,0.0265082694050647,0.050459766181448,0.0504102341668246,0,0.0849942910367249,0,0,0,0,0,-0.0548966940159171
LTC,0.498286792914524,-0.00958133577302562,0,0,0,0.00456116404908637,-0.00551359002799534,0,0.0151937100005128,0.00153036590201306,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0,0,0,0,0,0,0,0,0,0.0306353608339439,0,0,0,0,0.0341054464342188
XMR,0,0.14647240584079,0.382586504105287,0,0.0799484742894907,0,0,0,0.17029932616223,0.16447764646342,0,0.333523492181566,0,0,-0.182063698531669
XEM,0,0,0,0,0,0,0,0,0,0.213516524308842,0,0,0,0,0
XLM,0,0,0,0,0,0,0.0749977155828231,0.164440753676476,0,0.0208930540483354,0,0.252800493614251,0,0,0.1155141246266
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,-0.0085679667542578,0,0,0,0,-0.105664392047424
CVIX.INDEX,0,0,0,0,0.00000160823221492562,0.0000122866626693643,0,0,0,0.000000161815053754928,0,0,0,0,0.192243987444777
DXY.INDEX,0,0.00000000000000000000000165436122510606,0,0,0,0,0,0.000000566465407952705,-0.00000150429191358036,0.00000062343745858432,0.0653754704756072,0,0,0,0.01689354337705
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.000000638992576860979,0,0,0,0,-0.0479905854713449
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
