,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.400846345655489,0.0506392676723665,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0.124155242486393,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.573229377396672,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197514358322665
XEM,0.385584119942722,0,0,0,0,0,0,0,0.628180743219584,0.0270956642341262,0,0,0,0,0
DASH,0,0.0509842309188215,0,0,0,0,0,0,0,0.0548572407894511,0,0,0,0,0
DOGE,0.26244350726404,0,0,0,0.0248191257366508,0,0,0.0301062149438756,0,0,0,0,0,0,0.0337108938645418
XMR,0.331659574433282,0,0,0,-0.0413119860442907,0.0869403908616059,0.232412211048554,0,0,0,0,0,0,0,-0.0676343766041755
XLM,0,0,0,0,0.128569875093074,0,0,0,0,0,0,0,0,0,0
DGB,-0.119858451448517,0.141057217933532,-0.179155426456344,0,0.132306990152155,0.290901095748206,0.148276925278154,0,-0.113865140329015,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624650585360372
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123571328701636
DXY.INDEX,0,0,0,0,0.0000000961599910968846,0,0,0,-0.0000000260203550231983,0,0,0.0326951570442989,0,0,0
SPX.INDEX,0,0,0,0,-0.000000826017961563316,0,0,0,0,0,0,0,0,0,-0.0648316006118659
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.626460836328326,0,0,0
