,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,DASH,MIOTA,TRX,NEO,ETC,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.219274480933577,0.0109166758547085,0,0,0,0.0399352228039898,0,0.0293028797758312,0.00278648593841528,0,0,0,0,0,0,0,0
ETH,0,0,0,0.0764732327374803,0.0199165567690964,0,0,0.0698328081887087,0,0,0.0907403192055179,0.0386471185638552,0.117715189356468,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.0299835631903026,0,0,0.269127826719347,0,0.137229594655342,0,0,0,0,0,0,0
BCH,0,0,0,0,0.0266160497089548,0,0,0.184950723888533,0,0,0.108319438486356,0.0506709123625633,0.106381299255367,0,0,0,0,0,0,0
EOS,0,0,0,0.0656553456130568,0,0,0,0,0,0,0.114727878007299,0.138053540115771,0.240645114935686,0,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.373827019511061,0.000000000000000000216840434497101,0,0,0,0.141746958706017,0,0,0,0,0,0,0
LTC,0,0,0,0.236052797992942,0.0505278482618912,0,0,0,0,0,0.0828682495281247,0,0.157553705306594,0,0,0,0,0,0,0
ADA,0,0,0,0,0.0716132141388226,0,0,0,0,0.0579495713326285,0,0.135430780061234,0.308806119862606,0,0,0,0,0,0,0
XMR,0.346633709580899,0,0,0,0,0,0,0,0,0.1534040992602,0.0135256309085035,0,0.333080384803977,0.0364150641880819,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0,0.156523180652045,0,0.0754224903584445,0.0833058293774681,0.24618475842857,0,0,0,0,0,0,0
MIOTA,0,0,0.226707078466834,0,0,0,0,0,0,0,0,0.26523364671112,0.373400739003026,0.0376681236558136,0.0472891423566724,0,0,0,0,0
TRX,0,0,0,0,0.0104699063544301,0,0,0.148957222829945,0,0,0.163686770721233,0,0.386471772572105,0,0,0,0,0,0,0
NEO,0,0,0,0,0.300158437267899,0,0,0,0,0,0.329620294456512,0,0,0,0,0,0,0,0,0
ETC,0,0.26504798080993,0,0.0606478623221098,0,0,0,0,0,0,0.147077839320669,0,0,0,0,0,0,0,0,0
BNB,0,0,0,0,0.0350243393841161,0,0,0,0,0,0.102724727191882,0,0.281578038544709,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037852894363149
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,-0.00000000000000000000000661744490042422,0,0,0,0,0.000000289279082032895,0,0,0,0,-0.00000126549673268702,0,0.0333166803940447,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534119353609911
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
