,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0558308967363921,0.162894294862554,0.013506476389174,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0.0175386132577943,0.476966422834978,0,0.156994807683453,0,0,0,0,0
LTC,0.505094277983821,-0.020525492078217,0,0,-0.0466091276608046,0,-0.00981618809649177,0,0,0,0,0,0,0,-0.00355799343505505
XRP,0,0,0,0,0,0,0.0985950847975784,0,0.0607848587518943,-0.0366279297303252,0,0,0,0,0
DASH,0,0,-0.120760266385944,-0.0962675466748463,0,0,0.0797111479694746,0.166340155806652,0,-0.000000000000000000433680868994202,0,-0.112493969505951,0,0,0.182116215412532
DOGE,0.290869349197262,0,0.0367826106455728,0.0054936949055485,0,0,-0.0755890689832694,0,0,0,0.0363621858387522,0,0,0,0.0348755379992132
XEM,0,0,0,0.172620063883267,0.137156224415509,0,0,0,0,0,0,0,0,0,0
XMR,0,0.334582436232015,0,0,0,0,0,0,0.206233361731727,0,0,0,0,0,-0.113003509147341
XLM,0.0456666207941022,0,0,0.0315680585230549,0,0,0.0214520131411845,0.036500899581247,0,0.0762715069613489,0,0.233965883452425,0,0,0
DGB,-0.225446847323149,0.177535746171875,-0.00000000000000000010842021724855,0,0.0576116750602395,0,0.15050251003153,0.110188039827656,0,0,0,0,0,0,-0.0561468337756606
BV010082.INDEX,0,0.00665486673843321,0,0,0,0,0,0,0,0,0,0,0,0,-0.108182117054999
CVIX.INDEX,0,0,0,0,0,0,0,-0.000000151686393227661,0,0,0,0,0,0,0.0476337023862757
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878958710664426
VIX.INDEX,-0.157938081081781,-0.0124782871495534,0,0,0,0,0.0144083725955634,-0.0118930436271672,0,-0.0530317084211143,0,0.511116530614326,0,-0.948393936312248,0
