,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0351808110801123,0,0.065895748477866,0,0,0.00657956830308651,0.0041025068513224,0.0219790727618788,0,0,0,0,0,0
ETH,-0.592342631687256,0,0,-0.290242574383467,0,-0.0713305673863214,0,0.272857836846892,0,-0.0174349024610842,0,0,0,0,0.117843642510089
XRP,0,0,0,0,0,0,0,0,0.0411632883577855,0.0258994093486976,0,0,0,0,0
LTC,0.274168163335192,-0.0201578424640233,0,0,0,0.00524488626808589,0.0118266353674352,0,0.00840200001478251,0,0,0,0,0,0
DASH,0,0.00939718142825065,-0.00000000000000000173472347597681,0,0,0,0,0.0948589601286181,-0.270415491638975,0.081905032867827,0.419368696070759,0,0,0,0.257563204872021
DOGE,0,0,0,0,0,0,0,0,0,0.0364619737720656,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0.209041600318704,0,0,0,0,0
XMR,0,0.192121866195276,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0.160676246271611,0.0577756140722195,0,0.0865830546679306,0,0.257464274501047,0,0,0.106872001887192
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,-0.0353294478525285,0,0,0,0,-0.0839334538910187
CVIX.INDEX,0,0,0,0,0,0.00000249243743563119,0,0,0,0.000000729779334230732,0,0,0,0,0.192247065883609
DXY.INDEX,0,0.0000000221680108430772,0,0,0,0.000000389311167352335,0,0,0,0.000000253017074879117,0.0653731386053886,0,0,0,0.0168928893410939
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.0000247978768109477,0,0,0,0,-0.048100733010496
VIX.INDEX,0,0,0,0,0,0,-0.00279693593679744,0,0.0071326939333973,0.0030695408595568,0,0.386462689543365,0,0,0
