,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0804934376465771,0.0723403625790317,0.037061562791586,0,0,0,0.0865936726038975,0,0,0,0,0
XRP,0,0,0,0,0.203387956040548,0.105546109941132,0,0,0,0,0,0,0,-0.0358629717860939
LTC,0,0,0,0,0.134072541940158,0,0,0,0,0,0,0,0,0.0353060926952292
DASH,0,0.137945204638111,0.0462152373871249,0,0.0359545469634353,0.0248165050329042,0.166748766079239,0,0,0,0,0,0,0
DOGE,0,0,0.0989777271311004,0.104388259799563,0,0.28273641877686,0,0,0,0,0,0,0,0
XLM,0,0.234984681294231,0,0,0.282727283979202,0,0,0,0.0165878369448689,0,0,0,0,0
XMR,0,0,0,0.119952455120512,-0.00867646735223114,0,0,0,0.389224951339813,0,0,0,0,-0.0286328005276656
XEM,0,0,0,0,0.220607848839835,0,0,0,0,0,0,0,0,0
DGB,0.199417921141669,0,0.0278313862564566,0,0,0.0216072860087181,0.0872830182484009,0.0708379683196797,0,0,0,0,0,0.0764122125415225
BV010082.INDEX,0,0,-0.00151151459037839,0,0,0,0,0,0,0,0,0,0,-0.0477710487712769
CVIX.INDEX,0,-0.00000654588459382534,0.00000839509041154054,0,0,0,0,0,0,0,0,0,0,0.084070614567101
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664462528238059
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
