,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.401394204614182,0.0506268272786218,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0953548014097222,0,0,0,0,0.116821784895294,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.613327944380967,-0.0052261760795338,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266389232254806
XEM,0.449046837730169,0,0.104822657713126,0,0,0.164956418795326,0,0.222295045788441,0,0.0549940167030118,0,0,0,0,0
DASH,0,0.0594251516183879,0,0,0,0,0,0,0,0.053159011898727,0,0,0,0,0.0645459245403012
DOGE,0.290994203676631,0,0.266651874864134,0,0,0,0,0,0,0.0196642735670574,0,0,0,0,0.0308957504735823
XMR,0.174756653647103,0.026880542301285,0,0,0,0,0.268188623616092,0,0,0,0,0,0,0,-0.0392300331894746
XLM,0.074556975353529,0.0294217021407241,0,0,0.0922688773728294,0,0.0627958790851074,0.0813829865147298,0,0,0,0,0,0,0.00839144386396888
DGB,-0.206199978056668,0.00513456646303295,-0.15170420709932,0,0.122199407859332,0.267683702247894,0,0,0,0,0,0,0,0,-0.00247832598894683
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0571786286301266
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,-0.000000163228522169028,0,0,0.0203205167185636,0,0,0
SPX.INDEX,0,0,0,0,-0.00000101817034677106,0,0,0,0,0,0,0,0,0,-0.0609568075514718
VIX.INDEX,0,0,0,0,0.00000154377964556935,0,0.0000167004683303237,0,0,0,0,0.607962229554301,0,0,0
